latitude,longitude,flood_class,elevation,slope,aspect,curvature,twi,spi,dtr,ndvi,lulc,rainfall,soil_type
18.6998244098633,103.09609743676587,1,2,1,0,2,1,0,0,3,10,2,4.0
18.58933234485996,102.87268755578611,1,0,2,3,0,1,1,3,1,10,1,4.0
18.59499094409678,102.92443096441028,1,2,2,1,0,3,3,4,1,10,1,4.0
18.56103488957478,102.97670946516092,1,0,1,0,2,2,0,2,2,10,1,4.0
18.549178139873675,102.80638964132348,1,0,1,2,2,4,4,0,0,10,1,4.0
18.55133188568249,103.1154989854494,1,1,2,3,2,3,3,2,1,10,2,4.0
18.72354236836657,103.03357192179443,1,2,2,3,2,2,3,3,3,10,2,4.0
18.47937983108409,102.67703111976304,1,0,0,3,0,4,0,1,0,40,0,4.0
18.604961494052283,103.13787029543454,1,2,1,3,0,1,0,4,4,10,2,4.0
18.648892557630838,103.08208248215487,1,0,0,2,0,4,4,0,0,10,2,4.0
18.462399574272567,102.67999642196357,1,0,0,4,2,4,1,1,1,10,0,4.0
18.58205509194073,102.8540886452922,1,1,0,3,2,4,0,2,0,10,1,4.0
18.68149750453363,102.87969280354108,1,4,4,3,2,0,3,3,0,10,1,4.0
18.520880684588505,102.90017345467956,1,1,0,4,2,3,1,4,0,10,1,4.0
18.526271737762126,102.95568926279496,1,1,2,4,2,2,2,2,3,10,1,4.0
18.632719398109984,102.87672750134053,1,1,0,2,0,3,0,0,0,10,1,4.0
18.499320930995097,102.69589757632016,1,1,2,3,0,1,1,2,2,10,0,4.0
18.57424274689509,102.87484130159494,1,1,0,3,2,4,4,0,2,10,1,4.0
18.57585694147644,102.99557592171804,1,0,3,2,0,0,2,1,3,10,1,4.0
18.68338370427924,103.09798363651146,1,0,2,3,0,3,3,3,4,10,2,4.0
18.70898786252812,103.03707677522245,1,1,2,3,0,4,4,0,2,40,2,4.0
18.60010999210613,102.95380306304936,1,2,2,0,2,0,1,3,2,10,1,4.0
18.552950539364893,103.05109172983344,1,0,0,3,0,4,2,0,0,40,2,4.0
18.55537629033797,102.79507244284984,1,0,1,0,2,1,1,3,2,10,1,4.0
18.611431649680835,102.84735540270148,1,0,0,0,0,3,0,1,2,10,1,4.0
18.72030506100177,103.11118703473072,1,3,1,4,0,4,4,0,4,10,2,6.0
18.574777839021507,103.08208248215487,1,1,2,2,2,0,1,2,3,10,2,4.0
18.549717691101144,103.1152314393862,1,0,2,2,0,3,4,1,1,10,2,4.0
18.47398877791047,102.59214321300855,1,0,1,0,0,1,0,4,2,10,0,4.0
18.52114823065171,102.7538391354086,1,0,0,0,0,4,3,1,2,10,1,4.0
18.63164475475611,102.90475741056252,1,1,0,4,2,2,0,0,3,10,1,4.0
18.72273081197485,103.12250869230542,1,4,3,4,0,0,2,3,1,10,2,6.0
18.673685159487995,103.07022573245376,1,0,1,1,2,1,0,1,4,10,2,4.0
18.57424274689509,102.94598625890264,1,2,2,4,0,1,1,3,1,10,1,4.0
18.51980158213357,102.80989449475148,1,2,1,2,2,1,0,3,2,10,1,4.0
18.64700189878417,102.83441955054543,1,0,1,1,2,4,4,0,1,10,1,4.0
18.546752388900604,102.99961586727244,1,0,0,0,2,4,4,0,0,40,1,4.0
18.532197883062157,103.12466243811424,1,1,0,3,2,3,1,3,2,10,2,4.0
18.59418384680611,102.8751133067592,1,0,2,2,2,1,1,3,1,10,1,4.0
18.43329502169673,102.69751623000252,1,3,0,3,0,3,0,3,1,10,0,4.0
18.67233851096985,103.0758843316906,1,0,0,1,2,3,0,1,4,10,2,4.0
18.60010999210613,102.91391640412628,1,1,1,4,2,4,3,3,4,10,1,4.0
18.57666403876712,102.84439010050096,1,1,1,2,2,1,0,2,3,10,1,4.0
18.424938666322564,102.6832292702273,1,2,0,4,2,3,0,3,3,10,0,4.0
18.671798959742382,102.8298355946625,1,3,1,3,0,3,2,3,1,10,1,4.0
18.42979016826872,102.72473458283278,1,2,2,0,2,2,2,1,4,10,0,4.0
18.660209756104475,102.9031387568801,1,3,4,2,2,1,3,2,2,10,1,4.0
18.455122321353343,102.67271916904434,1,0,1,4,0,3,1,3,1,10,0,4.0
18.661288858559413,102.90987645857184,1,2,3,1,2,2,4,1,0,10,1,4.0
18.604961494052283,102.99395726803564,1,0,1,1,0,4,4,0,1,10,1,4.0
18.667754555086912,102.93952056237517,1,3,0,2,0,3,0,3,1,10,1,4.0
18.57801514638631,102.88804915891524,1,1,0,2,2,3,0,1,0,10,1,4.0
18.53974714114564,103.13086058857851,1,0,1,4,2,1,0,1,0,10,2,4.0
18.63191230081932,102.94032765966584,1,1,0,4,0,3,0,2,1,10,1,4.0
18.68473481189843,102.88373720819656,1,4,0,4,0,3,0,4,0,10,1,4.0
18.45566187258081,102.71557113016794,1,2,0,3,0,4,2,0,1,10,0,4.0
18.596877143842388,102.92631716415592,1,2,1,2,2,1,1,4,3,10,1,4.0
18.580168892195125,102.90637160514385,1,1,0,1,0,3,0,3,1,10,1,4.0
18.561034889574785,102.78105748823884,1,0,0,3,2,4,0,1,0,10,1,4.0
18.67368515948799,102.8101620408147,1,4,2,2,2,0,1,4,0,10,1,4.0
18.525999732597867,103.03896297496809,1,0,1,0,2,3,2,4,2,10,2,4.0
18.50605863268685,102.70128862949376,1,0,1,4,0,3,2,4,3,10,0,4.0
18.5206131385253,102.8610983521482,1,2,1,4,0,2,0,4,2,10,1,4.0
18.587713691177555,102.87376219914,1,0,2,2,2,1,1,3,3,10,1,4.0
18.637031348828668,102.816360191279,1,0,2,1,0,3,4,0,3,10,1,4.0
18.600921548497865,102.93035710971034,1,2,0,0,0,2,0,4,2,10,1,4.0
18.67125940851492,103.01282372459276,1,2,3,2,0,1,3,4,3,10,2,4.0
18.531930336998947,103.11819674158674,1,1,3,0,2,0,1,3,2,10,2,4.0
18.59202564189624,103.09609743676586,1,0,2,1,2,0,1,2,3,10,2,4.0
18.59633759261492,102.98614492299,1,1,3,0,0,0,1,2,4,10,1,4.0
18.67826465626988,102.91526751174548,1,3,0,4,2,4,0,2,2,10,1,4.0
18.623555945445155,102.85490020168392,1,0,0,2,2,4,2,0,1,10,1,4.0
18.579089789740188,102.9632340617774,1,2,0,3,2,2,0,3,2,10,1,4.0
18.68176950969789,102.8195974986438,1,4,2,1,2,3,3,4,0,10,1,4.0
18.578282692449516,102.8195974986438,1,0,4,2,0,3,4,1,3,10,1,4.0
18.60172864578854,102.7861765362482,1,1,1,1,0,1,0,3,0,40,1,4.0
18.718690866420424,103.12843483760544,1,4,1,1,0,2,0,3,2,10,2,7.0
18.523306435561587,102.82929604343502,1,1,0,0,2,3,1,4,2,10,1,4.0
18.558069587374245,103.04785888156968,1,0,1,4,0,3,1,1,0,10,2,4.0
18.48746418129399,102.744943228807,1,3,0,0,2,4,2,4,0,30,0,4.0
18.57504984418577,102.89666860125156,1,1,1,4,0,2,0,1,1,10,1,4.0
18.526539283825336,103.11280568841312,1,2,3,4,2,2,4,3,1,10,2,4.0
18.648081001239103,103.1090332889219,1,0,3,3,2,1,3,1,4,10,2,4.0
18.581515540713266,103.10526088943068,1,0,4,4,0,1,4,0,3,10,2,4.0
18.51010303734233,102.99692257023617,1,1,1,0,0,4,3,4,1,10,1,4.0
18.63217984688252,102.91364885806308,1,1,1,0,2,2,0,2,4,10,1,4.0
18.61169919574404,102.79965193963172,1,2,1,3,0,1,0,2,1,10,1,4.0
18.557262490083573,103.0656417765708,1,0,0,2,0,3,0,2,1,10,2,4.0
18.53031168331655,102.8557072989746,1,1,1,4,2,3,3,2,2,10,1,4.0
18.701171058381437,103.09259258333783,1,2,2,3,0,1,1,1,4,10,2,4.0
18.48530597638412,102.73901708350697,1,3,1,0,2,3,2,4,1,30,0,4.0
18.54621283767314,102.88481185155042,1,0,2,2,0,2,3,2,1,10,1,4.0
18.526811288989588,102.7861765362482,1,0,0,3,0,2,0,2,0,10,1,4.0
18.680422861179743,102.97051131469662,1,4,1,1,2,1,0,4,0,10,1,7.0
18.57019834223962,103.03141817598562,1,0,0,4,2,4,0,0,0,40,2,4.0
18.65589780538579,103.10148848993948,1,0,2,3,0,1,1,0,2,10,2,4.0
18.650778757376443,102.85247445071086,1,1,3,3,0,0,2,2,1,10,1,4.0
18.448656624825848,102.71665023262288,1,2,0,2,2,4,3,0,3,10,0,4.0
18.59472339803357,102.85975170363008,1,0,2,4,2,2,3,0,0,10,1,4.0
18.682309060925352,103.00204161824551,1,3,4,3,2,0,3,3,0,10,2,4.0
18.621134653573133,103.01713567531144,1,1,3,1,2,1,3,1,4,10,2,4.0
18.608198801417085,102.84034569584549,1,0,0,3,0,2,0,2,0,40,1,4.0
18.6087338935435,103.03599767276752,1,2,2,0,2,1,1,3,3,10,2,4.0
18.6119712009083,102.87861370108614,1,0,1,0,0,2,0,0,2,10,1,4.0
18.580168892195125,102.79318624310424,1,0,2,0,0,1,1,4,1,10,1,4.0
18.581515540713266,102.90718316153556,1,1,0,4,2,2,0,3,2,10,1,4.0
18.583134194395665,102.9230798567911,1,1,1,2,0,3,1,2,1,10,1,4.0
18.58690659388688,103.13274678832414,1,1,3,2,2,2,4,1,3,10,2,4.0
18.65535825415833,102.88589095400538,1,1,2,3,2,3,4,3,1,10,1,4.0
18.59795624629733,102.8826581057416,1,0,2,4,0,0,1,3,4,10,1,4.0
18.427903968523108,102.66328817031628,1,1,0,3,0,3,1,3,3,10,0,4.0
18.663175058305026,103.10256313329334,1,0,3,3,0,4,4,0,3,10,2,4.0
18.57962934096766,102.95542171673176,1,2,2,3,0,0,1,2,1,10,1,4.0
18.54055423843631,103.10472133820322,1,0,0,3,2,4,4,0,0,40,2,4.0
18.58636704265941,103.02279427454827,1,0,0,2,0,4,4,0,0,10,2,4.0
18.496627633958816,102.6061537085185,1,0,0,1,2,3,0,2,0,80,0,4.0
18.67125940851492,102.86406365434874,1,2,0,3,0,4,2,2,0,10,1,4.0
18.604421942824818,102.97374416296036,1,1,3,2,0,0,1,3,3,10,1,4.0
18.68580945525231,103.0203685235752,1,4,1,4,0,1,0,4,2,10,2,4.0
18.603347299470936,102.84843004605536,1,0,0,4,2,4,4,0,3,10,1,4.0
18.60469394798908,102.81124114326964,1,0,0,2,2,4,1,2,1,10,1,4.0
18.593376749515432,102.94760491258506,1,2,3,2,0,2,3,3,4,10,1,4.0
18.705483009100117,103.11442434209552,1,2,2,1,2,2,2,2,3,10,2,4.0
18.651585854667115,103.11442434209552,1,1,2,1,2,2,2,0,4,10,2,4.0
18.561841986865463,103.11415233693128,1,3,3,3,2,0,2,4,1,10,2,4.0
18.55241098813742,102.79830529111358,1,0,1,2,0,3,2,2,2,10,1,4.0
18.51441052895996,103.0238733770032,1,1,2,3,2,3,3,3,1,10,2,4.0
18.447309976307704,102.71179873067676,1,1,4,3,2,0,3,1,1,10,0,4.0
18.54863858864621,102.96080831080432,1,0,1,1,2,4,4,3,1,10,1,4.0
18.635684700310527,102.8201325907702,1,0,1,1,2,3,1,0,2,10,1,4.0
18.443805122879688,102.7446756827438,1,4,2,3,2,2,3,4,0,30,0,4.0
18.5206131385253,102.9818329722713,1,2,0,0,0,3,0,4,2,10,1,4.0
18.558881143765973,103.11631054184112,1,2,3,3,2,0,2,4,1,10,2,4.0
18.665868355341303,103.03195772721308,1,2,1,3,0,3,2,4,4,10,2,4.0
18.596877143842388,102.87026180481304,1,0,1,4,0,4,4,1,3,10,1,4.0
18.523306435561587,103.08585488164609,1,2,1,4,0,2,2,4,3,10,2,4.0
18.641615304711607,103.0279133225576,1,0,0,3,2,4,2,1,3,10,2,4.0
18.599302894815462,102.9683575688878,1,1,1,0,0,3,2,1,3,10,1,4.0
18.61439695188137,102.78887429238554,1,1,1,2,2,2,2,3,1,10,1,4.0
18.673145608260526,102.93547615771968,1,3,0,3,2,4,0,4,0,10,1,4.0
18.552143442074215,102.81528554792511,1,0,1,3,0,3,1,2,2,10,1,4.0
18.469676827191787,102.69563003025696,1,1,0,2,0,4,1,3,3,10,0,4.0
18.592837198287967,102.9621594184235,1,1,0,3,2,4,0,0,4,10,1,4.0
18.61008500116269,102.92254030556364,1,1,0,0,0,4,2,2,0,10,1,4.0
18.65832355635887,102.88211855451416,1,2,1,1,2,2,0,3,2,10,1,4.0
18.561034889574785,102.89128200717896,1,0,0,3,2,3,0,2,0,10,1,4.0
18.521959787043443,102.98317962078946,1,2,0,3,0,4,1,3,1,10,1,4.0
18.682309060925352,102.97886767007076,1,4,4,0,0,0,2,4,0,10,1,4.0
18.66910120360505,102.89909435222462,1,3,1,1,2,1,0,4,1,10,1,4.0
18.55133188568249,103.0516312810609,1,0,0,0,2,4,3,0,0,40,2,4.0
18.65697690784073,103.01174462213784,1,1,1,3,1,3,1,3,3,10,2,4.0
18.522499338270904,102.92038655975482,1,1,4,4,2,1,3,3,2,10,1,4.0
18.52977213208908,102.76596789027398,1,0,0,0,1,4,0,0,0,80,1,7.0
18.50012802828577,102.61316341537452,1,0,1,3,0,2,0,4,1,10,0,6.0
18.628679452555566,102.83414754538116,1,0,0,2,0,3,0,0,1,30,1,4.0
18.649160103694044,103.0580969775884,1,0,0,4,0,4,4,0,4,10,2,4.0
18.58933234485996,102.97132287108832,1,1,0,0,2,3,0,1,3,10,1,4.0
18.70844831130066,103.09986983625708,1,2,2,3,0,0,1,1,3,10,2,4.0
18.59472339803357,102.80261724183228,1,0,1,1,0,4,3,0,1,10,1,4.0
18.643769050520422,102.7942608864581,1,3,2,2,2,0,1,4,3,10,1,4.0
18.59633759261492,103.07103282974444,1,0,1,0,0,3,1,1,3,10,2,4.0
18.592837198287963,103.13193969103348,1,1,3,4,2,4,4,1,4,10,2,4.0
18.594451392869317,102.8522024455466,1,0,2,1,0,3,3,0,2,30,1,4.0
