latitude,longitude,flood_class,elevation,slope,aspect,curvature,twi,spi,dtr,ndvi,lulc,rainfall,soil_type
18.6998244098633,103.09609743676587,1,763,17.607547760009766,44.43067169189453,5.0,7.890527798675754,269.1083240399634,291.195697224446,0.8339743614196777,10,2424.930783665993,4
18.515489631414898,102.68350127539158,1,208,0.0,-0.0,0.0,14.750245645031628,2.546538757324219,651.4776482894123,0.1712004393339157,80,2310.9094288877463,
18.589332344859958,102.87268755578611,1,459,26.171743392944336,256.66925048828125,-71.0,7.4538538941860235,416.98820388663927,1147.9119421119642,0.7744055986404419,10,2416.4971798997035,4
18.59499094409678,102.92443096441029,1,818,24.175029754638672,142.49986267089844,-9.0,8.930686213456328,1523.4756184505638,1654.4284832168182,0.770979106426239,10,2416.4971798997035,4
18.56103488957478,102.97670946516091,1,356,13.240524291992188,46.529579162597656,6.0,8.19053653638486,199.6766395319291,815.6729338165742,0.8137385845184326,10,2416.4971798997035,4
18.549178139873675,102.80638964132349,1,214,19.685407638549805,185.4773712158203,14.0,10.479616169783306,4554.430004217218,29.132164069949173,0.40047839283943176,10,2416.4971798997035,4
18.449463722116523,102.63310451528552,1,208,0.0,-0.0,0.0,14.345156450521394,1.698330810546875,350.8973977741192,0.4213755130767822,80,2297.8690852495756,
18.55133188568249,103.11549898544939,1,499,24.77681541442871,208.7448272705078,27.0,8.9030808433161,1566.9004575892427,815.6955782442292,0.787860631942749,10,2424.930783665993,4
18.723542368366566,103.03357192179445,1,880,29.584280014038086,217.0236053466797,15.0,8.407430019732754,1443.9862608764001,1426.7613434033997,0.8437117338180542,10,2424.930783665993,4
18.47937983108409,102.67703111976303,1,211,0.9778205752372742,270.0,-4.0,11.507789985250975,28.981916452005493,515.5032033589508,0.33514603972435,40,2297.8690852495756,4
18.604961494052283,103.13787029543454,1,878,19.040950775146484,200.2691650390625,-61.0,7.80720836868228,292.81011730123225,1485.503140009974,0.8449013233184814,10,2424.930783665993,4
18.520880684588505,102.56168755281352,1,208,0.0,-0.0,0.0,14.344749761681452,1.6976402587890624,1573.2639630127085,0.22329534590244293,80,2310.9094288877463,
18.648892557630834,103.08208248215489,1,302,4.728875160217285,168.080810546875,-2.0,15.554347622320932,38941.54453760679,29.123840046979232,0.5653925538063049,10,2424.930783665993,4
18.462399574272567,102.67999642196355,1,255,8.592704772949219,295.3733825683594,2.0,10.020251529211247,513.2166675866636,556.7069091565477,0.7780163288116455,10,2297.8690852495756,4
18.58205509194073,102.8540886452922,1,526,2.1646344661712646,244.6421356201172,12.0,10.01899715565949,32.07247268937657,865.0997734608374,0.6886877417564392,10,2416.4971798997035,4
18.68149750453363,102.87969280354109,1,1611,56.20207595825195,231.0616912841797,40.0,6.3415369053281445,1266.8847392363466,1277.3515261613456,0.2571188509464264,10,2416.4971798997035,4
18.520880684588505,102.90017345467955,1,553,11.359038352966309,345.22979736328125,23.0,9.041984826886578,341.0414890026808,1698.8197196705146,0.7390850782394409,10,2416.4971798997035,4
18.526271737762126,102.95568926279496,1,606,28.1595458984375,356.34271240234375,20.0,8.061916705778046,908.6960930899806,990.5583634182746,0.840130090713501,10,2416.4971798997035,4
18.632719398109984,102.87672750134053,1,533,8.28909969329834,180.0,-24.0,8.66948172236802,123.58539859007418,407.75269915952117,0.6295472979545593,10,2416.4971798997035,4
18.499320930995097,102.69589757632015,1,549,22.02044105529785,256.1046142578125,-43.0,7.649218957440933,343.34011672820697,844.9529596902751,0.822123646736145,10,2297.8690852495756,4
18.55375763665556,102.68996697191906,1,208,0.0,-0.0,0.0,14.750027105916912,2.5459822998046877,145.65891378504463,0.017022164538502693,80,2310.9094288877463,
18.57424274689509,102.87484130159494,1,528,7.0887837409973145,204.32876586914062,34.0,13.491573922011957,11185.672705748835,145.65038107846055,0.8254266977310181,10,2416.4971798997035,4
18.57585694147644,102.99557592171803,1,406,34.96963119506836,174.39517211914062,-18.0,7.101039922910311,593.4935042052839,576.7434082712823,0.8354101777076721,10,2416.4971798997035,4
18.68338370427924,103.09798363651146,1,458,25.578092575073242,248.15997314453125,-19.0,8.578314284873429,1217.727464759012,1132.726344972701,0.8669531941413879,10,2424.930783665993,4
18.708987862528122,103.03707677522245,1,503,25.20189666748047,220.8213348388672,-57.0,11.40852784899045,19951.393742608972,29.11880047350208,0.8245140910148621,40,2424.930783665993,4
18.53624228771763,102.62636681359376,1,208,0.0,-0.0,0.0,13.651514924015054,0.8487457275390625,349.5988912534263,0.20356832444667816,80,2310.9094288877463,
18.523845986789052,102.6452332701509,1,208,0.0,-0.0,0.0,16.829639513445468,20.3713388671875,354.4337122053378,0.19142000377178192,80,2310.9094288877463,
18.600109992106134,102.95380306304935,1,845,30.426063537597656,20.4249324798584,66.0,7.275599825744129,498.293150372073,1318.1790944329227,0.8189142346382141,10,2416.4971798997035,4
18.534356087972025,102.61962911190201,1,208,0.0,-0.0,0.0,13.651525638872595,0.8487548217773437,553.5345433318693,0.037631504237651825,80,2310.9094288877463,
18.552950539364893,103.05109172983344,1,228,0.9782397150993347,270.0,-4.0,14.684995473774613,695.5722097727144,116.52739920561602,0.33643749356269836,40,2424.930783665993,4
18.55537629033797,102.79507244284983,1,244,20.713685989379883,59.089054107666016,73.0,7.71613705338992,320.91088502964203,1194.3975524274272,0.8246330618858337,10,2416.4971798997035,4
18.491776132012667,102.60642571368275,1,208,0.0,-0.0,0.0,13.651768526117161,0.8489609985351563,515.4850070967185,0.2511422336101532,30,2297.8690852495756,
18.611431649680835,102.84735540270148,1,307,5.632135391235352,9.974247932434082,-14.0,9.059839409014002,83.66487155597011,433.00358252331745,0.8154359459877014,10,2416.4971798997035,4
18.720305061001774,103.11118703473072,1,1153,16.271507263183594,356.6429443359375,-24.0,11.192988622373633,6186.770895020195,87.35354966548387,0.8621006011962891,10,2424.930783665993,6
18.574777839021507,103.08208248215489,1,501,30.964624404907227,152.9105682373047,20.0,7.254330572135514,509.15271016788597,742.6729867735887,0.8320190906524658,10,2424.930783665993,4
18.522766884334114,102.62151531164761,1,208,0.0,-0.0,0.0,16.21654115264325,11.03454266357422,87.40308213724413,0.02556384541094303,80,2310.9094288877463,
18.538396033526443,102.62987166702179,1,208,0.0,-0.0,0.0,22.10809612433076,3994.1479899902342,116.53224305691107,0.23104311525821686,80,2310.9094288877463,
18.549717691101144,103.11523143938619,1,412,25.50792694091797,190.30728149414062,-70.0,9.093054610469837,2024.7195227036134,640.9066185499818,0.8057606220245361,10,2424.930783665993,4
18.47398877791047,102.59214321300855,1,283,17.3174991607666,9.451556205749512,-10.0,7.909506597362475,264.7331887248726,1936.772994714827,0.8256853818893433,10,2297.8690852495756,4
18.52114823065171,102.75383913540861,1,229,7.3788604736328125,-0.0,-18.0,11.272810131205837,1319.0865290830736,456.0269922666654,0.8155589699745178,10,2416.4971798997035,4
18.544059091864323,102.65385717158827,1,208,0.0,-0.0,0.0,15.260908177987675,4.2435391235351565,495.2540371772168,0.05968267098069191,80,2310.9094288877463,
18.63164475475611,102.90475741056251,1,580,12.09930419921875,307.164794921875,36.0,8.283270996845529,181.8451507513916,291.25282908363096,0.8393315672874451,10,2416.4971798997035,4
18.72273081197485,103.12250869230542,1,1395,40.946258544921875,285.1413269042969,-3.0,6.88466559347922,735.6186665350273,1310.2940481257292,0.77076256275177,10,2424.930783665993,6
18.673685159487995,103.07022573245376,1,379,16.221548080444336,93.18961334228516,2.0,7.977627868981684,246.73507847602082,454.8964819892234,0.8587970733642578,10,2424.930783665993,4
18.574242746895095,102.94598625890265,1,808,24.786224365234375,301.7244873046875,-47.0,7.516223923815645,391.8428339721637,1201.0638111959136,0.7703280448913574,10,2416.4971798997035,4
18.519801582133574,102.80989449475149,1,761,18.8629150390625,185.7355194091797,10.0,7.817811527075828,290.0042114091529,1339.2415855987927,0.8150457143783569,10,2416.4971798997035,4
