X,Y,id,NDVI
103.09609743676587,18.6998244098633,1,0.8339743614196777
102.68350127539158,18.515489631414894,2,0.1712004393339157
102.87268755578611,18.58933234485996,3,0.7744055986404419
102.92443096441028,18.59499094409678,4,0.770979106426239
102.97670946516092,18.56103488957478,5,0.8137385845184326
102.80638964132348,18.549178139873675,6,0.4004783928394317
102.63310451528552,18.449463722116523,7,0.4213755130767822
103.1154989854494,18.55133188568249,8,0.787860631942749
103.03357192179443,18.72354236836657,9,0.8437117338180542
102.67703111976304,18.47937983108409,10,0.33514603972435
103.13787029543454,18.604961494052283,11,0.8449013233184814
102.56168755281352,18.520880684588505,12,0.2232953459024429
103.08208248215487,18.648892557630838,13,0.5653925538063049
102.67999642196357,18.462399574272567,14,0.7780163288116455
102.8540886452922,18.58205509194073,15,0.6886877417564392
102.87969280354108,18.68149750453363,16,0.2571188509464264
102.90017345467956,18.520880684588505,17,0.7390850782394409
102.95568926279496,18.526271737762126,18,0.840130090713501
102.87672750134053,18.632719398109984,19,0.6295472979545593
102.69589757632016,18.499320930995097,20,0.822123646736145
102.68996697191906,18.55375763665556,21,0.0170221645385026
102.87484130159494,18.57424274689509,22,0.8254266977310181
102.99557592171804,18.57585694147644,23,0.8354101777076721
103.09798363651146,18.68338370427924,24,0.8669531941413879
103.03707677522245,18.70898786252812,25,0.8245140910148621
102.62636681359376,18.53624228771763,26,0.2035683244466781
102.6452332701509,18.52384598678905,27,0.1914200037717819
102.95380306304936,18.60010999210613,28,0.8189142346382141
102.619629111902,18.534356087972025,29,0.0376315042376518
103.05109172983344,18.552950539364893,30,0.3364374935626983
102.79507244284984,18.55537629033797,31,0.8246330618858337
102.60642571368275,18.491776132012667,32,0.2511422336101532
102.84735540270148,18.611431649680835,33,0.8154359459877014
103.11118703473072,18.72030506100177,34,0.8621006011962891
103.08208248215487,18.574777839021507,35,0.8320190906524658
102.6215153116476,18.522766884334118,36,0.025563845410943
102.6298716670218,18.538396033526443,37,0.2310431152582168
103.1152314393862,18.549717691101144,38,0.8057606220245361
102.59214321300855,18.47398877791047,39,0.8256853818893433
102.7538391354086,18.52114823065171,40,0.8155589699745178
102.65385717158829,18.544059091864323,41,0.0596826709806919
102.90475741056252,18.63164475475611,42,0.8393315672874451
103.12250869230542,18.72273081197485,43,0.77076256275177
103.07022573245376,18.673685159487995,44,0.8587970733642578
102.94598625890264,18.57424274689509,45,0.7703280448913574
102.80989449475148,18.51980158213357,46,0.8150457143783569
102.83441955054543,18.64700189878417,47,0.788297176361084
102.58917791080805,18.537860941400037,48,0.0084478389471769
102.99961586727244,18.546752388900604,49,0.4784437119960785
103.12466243811424,18.532197883062157,50,0.8179869055747986
102.8751133067592,18.59418384680611,51,0.7771806120872498
102.69751623000252,18.43329502169673,52,0.8117555379867554
103.0758843316906,18.67233851096985,53,0.8606424927711487
102.62825301333936,18.48854328374892,54,0.7524380087852478
102.91391640412628,18.60010999210613,55,0.8477709889411926
102.84439010050096,18.57666403876712,56,0.8429844379425049
102.6832292702273,18.424938666322564,57,0.8310378789901733
102.8298355946625,18.671798959742382,58,0.7553587555885315
102.57920736085252,18.51306388044182,59,0.1721744835376739
