X,Y,id,Aspect
103.09609743676587,18.6998244098633,1,44.43067169189453
102.68350127539158,18.515489631414894,2,-0.0
102.87268755578611,18.58933234485996,3,256.66925048828125
102.92443096441028,18.59499094409678,4,142.49986267089844
102.97670946516092,18.56103488957478,5,46.529579162597656
102.80638964132348,18.549178139873675,6,185.4773712158203
102.63310451528552,18.449463722116523,7,-0.0
103.1154989854494,18.55133188568249,8,208.7448272705078
103.03357192179443,18.72354236836657,9,217.0236053466797
102.67703111976304,18.47937983108409,10,270.0
103.13787029543454,18.604961494052283,11,200.2691650390625
102.56168755281352,18.520880684588505,12,-0.0
103.08208248215487,18.648892557630838,13,168.080810546875
102.67999642196357,18.462399574272567,14,295.3733825683594
102.8540886452922,18.58205509194073,15,244.6421356201172
102.87969280354108,18.68149750453363,16,231.0616912841797
102.90017345467956,18.520880684588505,17,345.22979736328125
102.95568926279496,18.526271737762126,18,356.3427124023437
102.87672750134053,18.632719398109984,19,180.0
102.69589757632016,18.499320930995097,20,256.1046142578125
102.68996697191906,18.55375763665556,21,-0.0
102.87484130159494,18.57424274689509,22,204.32876586914065
102.99557592171804,18.57585694147644,23,174.39517211914062
103.09798363651146,18.68338370427924,24,248.15997314453125
103.03707677522245,18.70898786252812,25,220.8213348388672
102.62636681359376,18.53624228771763,26,-0.0
102.6452332701509,18.52384598678905,27,-0.0
102.95380306304936,18.60010999210613,28,20.4249324798584
102.619629111902,18.534356087972025,29,-0.0
103.05109172983344,18.552950539364893,30,270.0
102.79507244284984,18.55537629033797,31,59.089054107666016
102.60642571368275,18.491776132012667,32,-0.0
102.84735540270148,18.611431649680835,33,9.974247932434082
103.11118703473072,18.72030506100177,34,356.6429443359375
103.08208248215487,18.574777839021507,35,152.9105682373047
102.6215153116476,18.522766884334118,36,-0.0
102.6298716670218,18.538396033526443,37,-0.0
103.1152314393862,18.549717691101144,38,190.30728149414065
102.59214321300855,18.47398877791047,39,9.451556205749512
102.7538391354086,18.52114823065171,40,-0.0
102.65385717158829,18.544059091864323,41,-0.0
102.90475741056252,18.63164475475611,42,307.164794921875
103.12250869230542,18.72273081197485,43,285.1413269042969
103.07022573245376,18.673685159487995,44,93.18961334228516
102.94598625890264,18.57424274689509,45,301.7244873046875
102.80989449475148,18.51980158213357,46,185.7355194091797
102.83441955054543,18.64700189878417,47,87.4166030883789
102.58917791080805,18.537860941400037,48,-0.0
102.99961586727244,18.546752388900604,49,-0.0
103.12466243811424,18.532197883062157,50,240.3650360107422
102.8751133067592,18.59418384680611,51,188.8838653564453
102.69751623000252,18.43329502169673,52,270.0
103.0758843316906,18.67233851096985,53,78.11138916015625
102.62825301333936,18.48854328374892,54,-0.0
102.91391640412628,18.60010999210613,55,296.6456298828125
102.84439010050096,18.57666403876712,56,166.51699829101562
102.6832292702273,18.424938666322564,57,317.903564453125
102.8298355946625,18.671798959742382,58,196.78265380859372
102.57920736085252,18.51306388044182,59,-0.0
102.72473458283278,18.42979016826872,60,1.886607527732849
102.9031387568801,18.660209756104475,61,171.42532348632812
102.67271916904434,18.455122321353343,62,276.7620849609375
102.90987645857184,18.661288858559413,63,139.18666076660156
102.99395726803564,18.604961494052283,64,76.6704330444336
102.65493627404318,18.537321390172565,65,-0.0
102.93952056237517,18.667754555086912,66,180.0
102.88804915891524,18.57801514638631,67,180.0
103.13086058857851,18.53974714114564,68,339.5816955566406
102.94032765966584,18.63191230081932,69,307.16473388671875
102.88373720819656,18.68473481189843,70,304.0838317871094
102.71557113016794,18.45566187258081,71,200.97445678710935
102.92631716415592,18.596877143842388,72,190.3977813720703
102.90637160514385,18.580168892195125,73,76.66854858398438
102.78105748823884,18.561034889574785,74,270.0
102.8101620408147,18.67368515948799,75,158.17942810058594
103.03896297496809,18.525999732597867,76,-0.0
102.70128862949376,18.50605863268685,77,337.12939453125
102.8610983521482,18.5206131385253,78,348.8145751953125
102.87376219914,18.587713691177555,79,160.62432861328125
102.816360191279,18.637031348828668,80,133.4576873779297
102.68592702636464,18.5629210893204,81,-0.0
102.93035710971034,18.600921548497865,82,19.377046585083008
103.01282372459276,18.67125940851492,83,191.6379852294922
103.11819674158674,18.531930336998947,84,20.849851608276367
103.09609743676586,18.59202564189624,85,119.62635040283205
102.98614492299,18.59633759261492,86,53.9964485168457
102.91526751174548,18.67826465626988,87,321.63140869140625
102.85490020168392,18.623555945445155,88,173.31256103515625
102.9632340617774,18.579089789740188,89,203.7291259765625
102.8195974986438,18.68176950969789,90,108.83103942871094
102.66975832594484,18.51306388044182,91,-0.0
102.63310451528552,18.473181680619803,92,-0.0
102.8195974986438,18.578282692449516,93,150.81588745117188
102.7861765362482,18.60172864578854,94,120.9040756225586
103.12843483760544,18.718690866420424,95,74.85830688476562
102.82929604343502,18.523306435561587,96,60.36375427246094
103.04785888156968,18.558069587374245,97,325.8580627441406
102.65897621959762,18.49986048222257,98,-0.0
102.744943228807,18.48746418129399,99,72.45665740966797
102.89666860125156,18.57504984418577,100,337.9150390625
103.11280568841312,18.526539283825336,101,356.5180969238281
103.1090332889219,18.648081001239103,102,227.58328247070312
103.10526088943068,18.581515540713266,103,355.2882385253906
102.99692257023617,18.51010303734233,104,21.576717376708984
102.7091009745394,18.54701993496381,105,-0.0
102.91364885806308,18.63217984688252,106,37.00874710083008
102.79965193963172,18.61169919574404,107,224.41580200195312
103.0656417765708,18.557262490083573,108,187.51144409179688
102.8557072989746,18.53031168331655,109,300.9146423339844
103.09259258333783,18.701171058381437,110,259.676513671875
102.6597833168883,18.55537629033797,111,325.6849060058594
102.73901708350697,18.48530597638412,112,27.79825592041016
102.67595647640913,18.485577981548374,113,180.0
102.88481185155042,18.54621283767314,114,174.83396911621094
102.7861765362482,18.526811288989588,115,260.2185974121094
102.97051131469662,18.680422861179743,116,135.74258422851562
103.03141817598562,18.57019834223962,117,295.359375
102.5783958044608,18.537049385008302,118,-0.0
103.10148848993948,18.65589780538579,119,256.19927978515625
102.85247445071086,18.650778757376443,120,222.2657928466797
102.71665023262288,18.448656624825848,121,174.9795684814453
102.85975170363008,18.59472339803357,122,349.1407470703125
102.86163790337568,18.542172892118717,123,324.88629150390625
103.00204161824551,18.682309060925352,124,219.31805419921875
103.01713567531144,18.621134653573133,125,79.55948638916016
102.84034569584549,18.608198801417085,126,207.81524658203125
102.6848479239097,18.56561884545773,127,-0.0
103.03599767276752,18.6087338935435,128,43.352821350097656
102.87861370108614,18.6119712009083,129,69.97318267822266
102.66652101858006,18.520613138525302,130,-0.0
102.79318624310424,18.580168892195125,131,-0.0
102.90718316153556,18.581515540713266,132,279.7783203125
102.63687691477674,18.46293912550004,133,-0.0
102.6651743700619,18.535163185262693,134,-0.0
102.9230798567911,18.583134194395665,135,161.57400512695312
103.13274678832414,18.58690659388688,136,158.8155517578125
102.88589095400538,18.65535825415833,137,240.6876373291016
102.8826581057416,18.59795624629733,138,322.6188659667969
102.66328817031628,18.427903968523108,139,200.9713592529297
103.10256313329334,18.663175058305026,140,253.27972412109372
102.95542171673176,18.57962934096766,141,258.2857971191406
103.10472133820322,18.54055423843631,142,226.5261383056641
103.02279427454827,18.58636704265941,143,163.2252960205078
102.6061537085185,18.496627633958816,144,139.84974670410156
102.86406365434874,18.67125940851492,145,241.5708923339844
102.97374416296036,18.604421942824818,146,187.90408325195312
102.63499071503114,18.447037971143445,147,-0.0
103.0203685235752,18.68580945525231,148,326.3077087402344
102.84843004605536,18.603347299470936,149,313.4633483886719
102.81124114326964,18.60469394798908,150,152.18521118164062
102.94760491258506,18.593376749515432,151,165.56895446777344
103.11442434209552,18.705483009100117,152,102.80699157714844
103.11442434209552,18.651585854667115,153,116.2289810180664
102.6999419809756,18.56723304003908,154,237.7084808349609
103.11415233693128,18.561841986865463,155,203.3420867919922
102.79830529111358,18.55241098813742,156,165.9019317626953
103.0238733770032,18.51441052895996,157,215.10931396484372
102.5872917110624,18.49339032659401,158,-0.0
102.691046074374,18.53381653674456,159,-0.0
102.6856550212004,18.546752388900604,160,-0.0
102.71179873067676,18.447309976307704,161,259.2573547363281
102.96080831080432,18.54863858864621,162,107.53746032714844
102.76920073853772,18.545673286445663,163,-0.0
102.8201325907702,18.635684700310527,164,81.70584869384766
102.7446756827438,18.443805122879688,165,220.66046142578125
102.9818329722713,18.5206131385253,166,64.63416290283203
102.6352627201954,18.517108285097294,167,-0.0
103.11631054184112,18.558881143765973,168,250.26702880859372
102.59591561249978,18.47587497765608,169,-0.0
103.03195772721308,18.665868355341303,170,216.15725708007807
102.87026180481304,18.596877143842388,171,292.1066589355469
103.08585488164609,18.523306435561587,172,353.9796447753906
103.0279133225576,18.641615304711607,173,270.0
102.9683575688878,18.599302894815462,174,17.240434646606445
102.6428075191778,18.54001468720885,175,-0.0
102.78887429238554,18.61439695188137,176,157.5640411376953
102.93547615771968,18.673145608260526,177,226.54840087890625
102.81528554792511,18.552143442074215,178,219.0557556152344
102.69563003025696,18.469676827191787,179,165.23399353027344
102.9621594184235,18.592837198287967,180,202.8810272216797
102.92254030556364,18.61008500116269,181,-0.0
102.65816912230692,18.482880225411044,182,-0.0
102.88211855451416,18.65832355635887,183,106.25250244140624
102.6228664192668,18.455122321353343,184,-0.0
102.89128200717896,18.561034889574785,185,237.70755004882807
102.98317962078946,18.521959787043443,186,216.99093627929688
102.97886767007076,18.682309060925352,187,56.61521530151367
102.89909435222462,18.66910120360505,188,126.66294860839844
103.0516312810609,18.55133188568249,189,-0.0
102.63553026625858,18.55160389084675,190,-0.0
103.01174462213784,18.65697690784073,191,266.61114501953125
102.92038655975482,18.522499338270904,192,338.550048828125
102.76596789027398,18.52977213208908,193,-0.0
