X,Y,id,DTR
103.09609743676587,18.6998244098633,1,291.195697224446
102.68350127539158,18.515489631414894,2,651.4776482894123
102.87268755578611,18.58933234485996,3,1147.9119421119642
102.92443096441028,18.59499094409678,4,1654.4284832168182
102.97670946516092,18.56103488957478,5,815.6729338165742
102.80638964132348,18.549178139873675,6,29.132164069949173
102.63310451528552,18.449463722116523,7,350.8973977741192
103.1154989854494,18.55133188568249,8,815.6955782442292
103.03357192179443,18.72354236836657,9,1426.7613434033997
102.67703111976304,18.47937983108409,10,515.5032033589508
103.13787029543454,18.604961494052283,11,1485.503140009974
102.56168755281352,18.520880684588505,12,1573.2639630127085
103.08208248215487,18.648892557630838,13,29.123840046979232
102.67999642196357,18.462399574272567,14,556.7069091565477
102.8540886452922,18.58205509194073,15,865.0997734608374
102.87969280354108,18.68149750453363,16,1277.3515261613456
102.90017345467956,18.520880684588505,17,1698.8197196705146
102.95568926279496,18.526271737762126,18,990.5583634182746
102.87672750134053,18.632719398109984,19,407.7526991595212
102.69589757632016,18.499320930995097,20,844.9529596902751
102.68996697191906,18.55375763665556,21,145.65891378504463
102.87484130159494,18.57424274689509,22,145.65038107846055
102.99557592171804,18.57585694147644,23,576.7434082712823
103.09798363651146,18.68338370427924,24,1132.726344972701
103.03707677522245,18.70898786252812,25,29.11880047350208
102.62636681359376,18.53624228771763,26,349.5988912534263
102.6452332701509,18.52384598678905,27,354.4337122053378
102.95380306304936,18.60010999210613,28,1318.1790944329227
102.619629111902,18.534356087972025,29,553.5345433318693
103.05109172983344,18.552950539364893,30,116.52739920561602
102.79507244284984,18.55537629033797,31,1194.3975524274272
102.60642571368275,18.491776132012667,32,515.4850070967185
102.84735540270148,18.611431649680835,33,433.0035825233175
103.11118703473072,18.72030506100177,34,87.35354966548387
103.08208248215487,18.574777839021507,35,742.6729867735887
102.6215153116476,18.522766884334118,36,87.40308213724413
102.6298716670218,18.538396033526443,37,116.53224305691108
103.1152314393862,18.549717691101144,38,640.9066185499818
102.59214321300855,18.47398877791047,39,1936.772994714827
102.7538391354086,18.52114823065171,40,456.0269922666654
102.65385717158829,18.544059091864323,41,495.2540371772168
102.90475741056252,18.63164475475611,42,291.25282908363096
103.12250869230542,18.72273081197485,43,1310.2940481257292
103.07022573245376,18.673685159487995,44,454.8964819892234
102.94598625890264,18.57424274689509,45,1201.0638111959136
102.80989449475148,18.51980158213357,46,1339.2415855987929
102.83441955054543,18.64700189878417,47,360.2439633564532
102.58917791080805,18.537860941400037,48,262.19795226949503
102.99961586727244,18.546752388900604,49,227.53105404361668
103.12466243811424,18.532197883062157,50,1252.7438191246367
102.8751133067592,18.59418384680611,51,1017.4117102406308
102.69751623000252,18.43329502169673,52,1442.4445225247048
103.0758843316906,18.67233851096985,53,495.0718970902855
102.62825301333936,18.48854328374892,54,1725.7491113604342
102.91391640412628,18.60010999210613,55,1091.811352346993
102.84439010050096,18.57666403876712,56,952.4177025993424
102.6832292702273,18.424938666322564,57,1369.6961486000266
102.8298355946625,18.671798959742382,58,1269.729129914917
102.57920736085252,18.51306388044182,59,250.63018546887776
102.72473458283278,18.42979016826872,60,611.9834736107309
102.9031387568801,18.660209756104475,61,844.5638599451142
102.67271916904434,18.455122321353343,62,1195.0942303778484
102.90987645857184,18.661288858559413,63,432.941570753518
102.99395726803564,18.604961494052283,64,65.13109807552333
102.65493627404318,18.537321390172565,65,233.06520680916748
102.93952056237517,18.667754555086912,66,1460.7651219327076
102.88804915891524,18.57801514638631,67,553.4654765678175
103.13086058857851,18.53974714114564,68,436.99423018428456
102.94032765966584,18.63191230081932,69,823.7867795753492
102.88373720819656,18.68473481189843,70,1793.474767289956
102.71557113016794,18.45566187258081,71,407.95901462915054
102.92631716415592,18.596877143842388,72,1768.922941247106
102.90637160514385,18.580168892195125,73,1240.3182978741804
102.78105748823884,18.561034889574785,74,644.8460741530383
102.8101620408147,18.67368515948799,75,1835.5953443636515
103.03896297496809,18.525999732597867,76,1922.850108763417
102.70128862949376,18.50605863268685,77,1677.773990364656
102.8610983521482,18.5206131385253,78,2039.4178614553337
102.87376219914,18.587713691177555,79,1357.8591536684398
102.816360191279,18.637031348828668,80,262.123491143726
102.68592702636464,18.5629210893204,81,728.2754767139356
102.93035710971034,18.600921548497865,82,2128.127838654494
103.01282372459276,18.67125940851492,83,1668.1066433230624
103.11819674158674,18.531930336998947,84,1174.4129288879028
103.09609743676586,18.59202564189624,85,728.2148183017414
102.98614492299,18.59633759261492,86,733.430149572376
102.91526751174548,18.67826465626988,87,820.0654651840302
102.85490020168392,18.623555945445155,88,288.3322810100543
102.9632340617774,18.579089789740188,89,1044.2083356681312
102.8195974986438,18.68176950969789,90,2114.6399817560923
102.66975832594484,18.51306388044182,91,1030.0837169809345
102.63310451528552,18.473181680619803,92,874.6398481041219
102.8195974986438,18.578282692449516,93,600.524951171873
102.7861765362482,18.60172864578854,94,1080.8723283692552
103.12843483760544,18.718690866420424,95,1445.6720902969575
102.82929604343502,18.523306435561587,96,1775.9988890635825
103.04785888156968,18.558069587374245,97,670.0227390814662
102.65897621959762,18.49986048222257,98,373.1262353413386
102.744943228807,18.48746418129399,99,1689.4605812335462
102.89666860125156,18.57504984418577,100,699.1202200131605
103.11280568841312,18.526539283825336,101,1422.8037982073845
103.1090332889219,18.648081001239103,102,432.95800528270513
103.10526088943068,18.581515540713266,103,407.8125748323686
102.99692257023617,18.51010303734233,104,1538.3939718730414
102.7091009745394,18.54701993496381,105,815.7056096420831
102.91364885806308,18.63217984688252,106,786.3814220248096
102.79965193963172,18.61169919574404,107,911.8177598606344
103.0656417765708,18.557262490083573,108,786.5502430557594
102.8557072989746,18.53031168331655,109,990.5469310720466
103.09259258333783,18.701171058381437,110,452.9924340026794
102.6597833168883,18.55537629033797,111,1633.7115255435544
