X,Y,id,Curvature
103.09609743676587,18.6998244098633,1,5.0
102.68350127539158,18.515489631414894,2,0.0
102.87268755578611,18.58933234485996,3,-71.0
102.92443096441028,18.59499094409678,4,-9.0
102.97670946516092,18.56103488957478,5,6.0
102.80638964132348,18.549178139873675,6,14.0
102.63310451528552,18.449463722116523,7,0.0
103.1154989854494,18.55133188568249,8,27.0
103.03357192179443,18.72354236836657,9,15.0
102.67703111976304,18.47937983108409,10,-4.0
103.13787029543454,18.604961494052283,11,-61.0
102.56168755281352,18.520880684588505,12,0.0
103.08208248215487,18.648892557630838,13,-2.0
102.67999642196357,18.462399574272567,14,2.0
102.8540886452922,18.58205509194073,15,12.0
102.87969280354108,18.68149750453363,16,40.0
102.90017345467956,18.520880684588505,17,23.0
102.95568926279496,18.526271737762126,18,20.0
102.87672750134053,18.632719398109984,19,-24.0
102.69589757632016,18.499320930995097,20,-43.0
102.68996697191906,18.55375763665556,21,0.0
102.87484130159494,18.57424274689509,22,34.0
102.99557592171804,18.57585694147644,23,-18.0
103.09798363651146,18.68338370427924,24,-19.0
103.03707677522245,18.70898786252812,25,-57.0
102.62636681359376,18.53624228771763,26,0.0
102.6452332701509,18.52384598678905,27,0.0
102.95380306304936,18.60010999210613,28,66.0
102.619629111902,18.534356087972025,29,0.0
103.05109172983344,18.552950539364893,30,-4.0
102.79507244284984,18.55537629033797,31,73.0
102.60642571368275,18.491776132012667,32,0.0
102.84735540270148,18.611431649680835,33,-14.0
103.11118703473072,18.72030506100177,34,-24.0
103.08208248215487,18.574777839021507,35,20.0
102.6215153116476,18.522766884334118,36,0.0
102.6298716670218,18.538396033526443,37,0.0
103.1152314393862,18.549717691101144,38,-70.0
102.59214321300855,18.47398877791047,39,-10.0
102.7538391354086,18.52114823065171,40,-18.0
102.65385717158829,18.544059091864323,41,0.0
102.90475741056252,18.63164475475611,42,36.0
103.12250869230542,18.72273081197485,43,-3.0
103.07022573245376,18.673685159487995,44,2.0
102.94598625890264,18.57424274689509,45,-47.0
102.80989449475148,18.51980158213357,46,10.0
102.83441955054543,18.64700189878417,47,14.0
102.58917791080805,18.537860941400037,48,0.0
102.99961586727244,18.546752388900604,49,9.0
103.12466243811424,18.532197883062157,50,17.0
102.8751133067592,18.59418384680611,51,21.0
102.69751623000252,18.43329502169673,52,-24.0
103.0758843316906,18.67233851096985,53,20.0
102.62825301333936,18.48854328374892,54,0.0
102.91391640412628,18.60010999210613,55,30.0
102.84439010050096,18.57666403876712,56,5.0
102.6832292702273,18.424938666322564,57,5.0
102.8298355946625,18.671798959742382,58,-41.0
102.57920736085252,18.51306388044182,59,0.0
102.72473458283278,18.42979016826872,60,1.0
102.9031387568801,18.660209756104475,61,13.0
102.67271916904434,18.455122321353343,62,-14.0
102.90987645857184,18.661288858559413,63,81.0
102.99395726803564,18.604961494052283,64,-13.0
102.65493627404318,18.537321390172565,65,0.0
102.93952056237517,18.667754555086912,66,-10.0
102.88804915891524,18.57801514638631,67,10.0
103.13086058857851,18.53974714114564,68,4.0
102.94032765966584,18.63191230081932,69,-8.0
102.88373720819656,18.68473481189843,70,-24.0
102.71557113016794,18.45566187258081,71,-9.0
102.92631716415592,18.596877143842388,72,50.0
102.90637160514385,18.580168892195125,73,-25.0
102.78105748823884,18.561034889574785,74,3.0
102.8101620408147,18.67368515948799,75,16.0
103.03896297496809,18.525999732597867,76,12.0
102.70128862949376,18.50605863268685,77,-12.0
102.8610983521482,18.5206131385253,78,-2.0
102.87376219914,18.587713691177555,79,26.0
102.816360191279,18.637031348828668,80,-12.0
102.68592702636464,18.5629210893204,81,0.0
102.93035710971034,18.600921548497865,82,-21.0
103.01282372459276,18.67125940851492,83,-8.0
103.11819674158674,18.531930336998947,84,54.0
103.09609743676586,18.59202564189624,85,14.0
102.98614492299,18.59633759261492,86,-20.0
102.91526751174548,18.67826465626988,87,1.0
102.85490020168392,18.623555945445155,88,20.0
102.9632340617774,18.579089789740188,89,24.0
102.8195974986438,18.68176950969789,90,2.0
102.66975832594484,18.51306388044182,91,0.0
102.63310451528552,18.473181680619803,92,0.0
102.8195974986438,18.578282692449516,93,-30.0
102.7861765362482,18.60172864578854,94,-31.0
103.12843483760544,18.718690866420424,95,-16.0
102.82929604343502,18.523306435561587,96,11.0
103.04785888156968,18.558069587374245,97,-10.0
102.65897621959762,18.49986048222257,98,0.0
102.744943228807,18.48746418129399,99,2.0
102.89666860125156,18.57504984418577,100,-18.0
103.11280568841312,18.526539283825336,101,5.0
103.1090332889219,18.648081001239103,102,18.0
103.10526088943068,18.581515540713266,103,-13.0
102.99692257023617,18.51010303734233,104,-8.0
102.7091009745394,18.54701993496381,105,-3.0
102.91364885806308,18.63217984688252,106,79.0
102.79965193963172,18.61169919574404,107,-32.0
103.0656417765708,18.557262490083573,108,-23.0
102.8557072989746,18.53031168331655,109,6.0
103.09259258333783,18.701171058381437,110,-20.0
102.6597833168883,18.55537629033797,111,23.0
102.73901708350697,18.48530597638412,112,6.0
102.67595647640913,18.485577981548374,113,-5.0
102.88481185155042,18.54621283767314,114,-11.0
102.7861765362482,18.526811288989588,115,-46.0
102.97051131469662,18.680422861179743,116,1.0
103.03141817598562,18.57019834223962,117,10.0
102.5783958044608,18.537049385008302,118,0.0
103.10148848993948,18.65589780538579,119,-18.0
102.85247445071086,18.650778757376443,120,-10.0
102.71665023262288,18.448656624825848,121,1.0
102.85975170363008,18.59472339803357,122,33.0
102.86163790337568,18.542172892118717,123,-4.0
103.00204161824551,18.682309060925352,124,6.0
103.01713567531144,18.621134653573133,125,67.0
102.84034569584549,18.608198801417085,126,-19.0
102.6848479239097,18.56561884545773,127,0.0
103.03599767276752,18.6087338935435,128,10.0
102.87861370108614,18.6119712009083,129,-28.0
102.66652101858006,18.520613138525302,130,0.0
102.79318624310424,18.580168892195125,131,-45.0
102.90718316153556,18.581515540713266,132,16.0
102.63687691477674,18.46293912550004,133,0.0
102.6651743700619,18.535163185262693,134,0.0
102.9230798567911,18.583134194395665,135,-9.0
103.13274678832414,18.58690659388688,136,59.0
102.88589095400538,18.65535825415833,137,3.0
102.8826581057416,18.59795624629733,138,-61.0
102.66328817031628,18.427903968523108,139,-1.0
103.10256313329334,18.663175058305026,140,-52.0
102.95542171673176,18.57962934096766,141,-57.0
103.10472133820322,18.54055423843631,142,2.0
103.02279427454827,18.58636704265941,143,-1.0
102.6061537085185,18.496627633958816,144,23.0
102.86406365434874,18.67125940851492,145,-6.0
102.97374416296036,18.604421942824818,146,-2.0
102.63499071503114,18.447037971143445,147,0.0
103.0203685235752,18.68580945525231,148,-24.0
102.84843004605536,18.603347299470936,149,22.0
102.81124114326964,18.60469394798908,150,19.0
102.94760491258506,18.593376749515432,151,-10.0
103.11442434209552,18.705483009100117,152,5.0
103.11442434209552,18.651585854667115,153,23.0
102.6999419809756,18.56723304003908,154,-4.0
103.11415233693128,18.561841986865463,155,52.0
102.79830529111358,18.55241098813742,156,-99.0
103.0238733770032,18.51441052895996,157,16.0
102.5872917110624,18.49339032659401,158,0.0
102.691046074374,18.53381653674456,159,0.0
102.6856550212004,18.546752388900604,160,0.0
102.71179873067676,18.447309976307704,161,89.0
102.96080831080432,18.54863858864621,162,45.0
102.76920073853772,18.545673286445663,163,4.0
102.8201325907702,18.635684700310527,164,29.0
102.7446756827438,18.443805122879688,165,9.0
102.9818329722713,18.5206131385253,166,-3.0
102.6352627201954,18.517108285097294,167,2.0
103.11631054184112,18.558881143765973,168,38.0
102.59591561249978,18.47587497765608,169,0.0
103.03195772721308,18.665868355341303,170,-10.0
102.87026180481304,18.596877143842388,171,-56.0
103.08585488164609,18.523306435561587,172,-1.0
103.0279133225576,18.641615304711607,173,9.0
102.9683575688878,18.599302894815462,174,-10.0
102.6428075191778,18.54001468720885,175,0.0
102.78887429238554,18.61439695188137,176,65.0
102.93547615771968,18.673145608260526,177,7.0
102.81528554792511,18.552143442074215,178,-23.0
102.69563003025696,18.469676827191787,179,-11.0
102.9621594184235,18.592837198287967,180,31.0
102.92254030556364,18.61008500116269,181,-34.0
102.65816912230692,18.482880225411044,182,0.0
102.88211855451416,18.65832355635887,183,20.0
102.6228664192668,18.455122321353343,184,0.0
102.89128200717896,18.561034889574785,185,17.0
102.98317962078946,18.521959787043443,186,-4.0
102.97886767007076,18.682309060925352,187,-74.0
102.89909435222462,18.66910120360505,188,7.0
103.0516312810609,18.55133188568249,189,1.0
102.63553026625858,18.55160389084675,190,0.0
103.01174462213784,18.65697690784073,191,0.0
102.92038655975482,18.522499338270904,192,4.0
102.76596789027398,18.52977213208908,193,0.0
102.61316341537452,18.50012802828577,194,-19.0
102.83414754538116,18.628679452555566,195,-23.0
103.0580969775884,18.649160103694044,196,-18.0
102.64765902112396,18.478300728629154,197,0.0
102.97132287108832,18.58933234485996,198,36.0
103.09986983625708,18.70844831130066,199,-5.0
102.80261724183228,18.59472339803357,200,-19.0
102.7942608864581,18.643769050520422,201,41.0
103.07103282974444,18.59633759261492,202,-61.0
103.13193969103348,18.592837198287963,203,34.0
102.8522024455466,18.594451392869317,204,-17.0
102.80234969576904,18.54701993496381,205,-7.0
102.92604515899166,18.531930336998947,206,-2.0
102.86190544943888,18.55160389084675,207,-11.0
102.8492416024471,18.541361335726982,208,0.0
102.710987174285,18.443805122879688,209,12.0
102.92523806170098,18.61520404917205,210,53.0
102.89262865569714,18.572891639275905,211,43.0
102.84816249999216,18.55052478839182,212,-51.0
103.07345858071751,18.57504984418577,213,48.0
102.71772487597676,18.420091623477475,214,5.0
102.63795601723166,18.47183057300061,215,0.0
102.80099858814988,18.514410528959964,216,-55.0
102.87942525747788,18.6381104512836,217,32.0
103.10337468968508,18.648620552466568,218,50.0
102.58675215983496,18.504711984168715,219,0.0
103.08855263778342,18.73405246954954,220,19.0
103.07022573245376,18.598763343587997,221,23.0
103.0661813277983,18.550257242328605,222,-6.0
102.68969942585586,18.54648038373634,223,0.0
102.8575934987202,18.641343299547348,224,-1.0
102.88400475425976,18.589332344859955,225,-30.0
103.05675032907024,18.52411353285226,226,22.0
103.12089003862302,18.707369208845726,227,37.0
102.87807414985868,18.637570900056136,228,10.0
103.02117562086586,18.706562111555044,229,23.0
103.07723098020874,18.699556863800087,230,13.0
102.90799025882625,18.66020975610448,231,82.0
102.8775345986312,18.670987403350654,232,-28.0
102.68996697191906,18.508212378495667,233,1.0
102.99368972197244,18.67503180800613,234,-60.0
102.63283696922232,18.542707984245126,235,0.0
102.61908956067454,18.46374622279071,236,0.0
102.9524564145312,18.67853666143414,237,-12.0
102.62178731681188,18.513335885606075,238,0.0
103.02360137183894,18.575317390248976,239,9.0
102.84573674901908,18.561841986865463,240,66.0
102.7797108397207,18.508751929723136,241,-24.0
102.76866118731029,18.518454933615438,242,8.0
102.57947490691572,18.51764783632476,243,0.0
102.92577761292844,18.55806958737425,244,4.0
102.97482326541528,18.570198342239625,245,22.0
102.823369898135,18.63029364713691,246,13.0
102.72634877741412,18.43248792440605,247,-5.0
102.7128733740306,18.537321390172565,248,0.0
103.04489357936912,18.693898264563263,249,-17.0
102.97428371418783,18.65401160564019,250,4.0
102.72473458283278,18.472909675455536,251,-9.0
102.66598146735257,18.50848438365993,252,0.0
102.67730312492728,18.54729194012807,253,0.0
102.90259920565262,18.609812995998432,254,-35.0
103.0454331305966,18.72327036320231,255,-16.0
103.09447878308346,18.73189426463968,256,-21.0
102.65951577082508,18.493929877821483,257,7.0
102.6352627201954,18.546752388900604,258,0.0
102.87834615502295,18.592837198287963,259,34.0
102.8694502484213,18.60765925018962,260,-13.0
103.0990627389664,18.637031348828664,261,-1.0
102.7072147747938,18.43060172466045,262,-16.0
102.76327013413668,18.501479135904965,263,0.0
102.68161507564596,18.445691322625308,264,8.0
102.82687029246196,18.646194801493497,265,47.0
102.81339488907844,18.523573981624796,266,-19.0
103.04920553008785,18.730815162184737,267,-31.0
102.66356017548055,18.510910134633004,268,0.0
102.6894274206916,18.425478217550037,269,-7.0
102.80423589551468,18.564807289066003,270,76.0
103.02306182061146,18.72569611417539,271,-39.0
102.8263307412345,18.58582749143195,272,-21.0
102.72716033380588,18.54863858864621,273,0.0
103.00527892561034,18.58744614511435,274,4.0
102.93494106559326,18.59148609066877,275,-18.0
103.05163128106088,18.53139078577148,276,18.0
102.84546474385482,18.533548990681343,277,-8.0
102.95784746770482,18.587446145114345,278,-5.0
102.7349726788515,18.541361335726982,279,3.0
102.5816331118256,18.51926203090611,280,-22.0
102.88049990083177,18.56372818661107,281,-30.0
102.87268755578611,18.57693604393138,282,-12.0
102.98991732248122,18.677457558979206,283,-12.0
102.95568926279496,18.60631260167148,284,23.0
102.95029820962134,18.54001468720885,285,-9.0
102.61343096143771,18.554029641819824,286,0.0
102.82902849737184,18.559148689829183,287,3.0
102.7942608864581,18.570198342239625,288,22.0
102.71583867623114,18.435181221442328,289,-25.0
102.97509527057954,18.64565525026603,290,1.0
102.9524564145312,18.62598169641823,291,-44.0
102.67784267615475,18.43032971949618,292,13.0
102.89559395789766,18.604961494052283,293,36.0
103.13544454446148,18.602268197016,294,-1.0
103.07804253660046,18.61951599989073,295,39.0
103.1287068427697,18.67503180800613,296,-11.0
102.60696526491024,18.46590442770058,297,0.0
102.8610983521482,18.55456919304729,298,71.0
102.71368493042236,18.50848438365993,299,-11.0
102.64226796795036,18.4634786767275,300,0.0
103.1287068427697,18.66991275999678,301,-71.0
102.7797108397207,18.566153937584144,302,-17.0
102.91203020438068,18.544059091864323,303,31.0
102.88481185155042,18.51980158213357,304,19.0
102.95838701893229,18.656704902676477,305,-29.0
102.95919411622296,18.60010999210613,306,1.0
102.9980016726911,18.6381104512836,307,-13.0
102.70290282407512,18.53381653674456,308,4.0
103.0023136234098,18.543787086700064,309,-3.0
103.05890853398012,18.56211399202973,310,-7.0
103.07804253660046,18.5286974887352,311,-59.0
102.93035710971034,18.67071985728745,312,-2.0
103.1195433901049,18.65832355635887,313,-50.0
102.91553505780868,18.68634900647978,314,34.0
102.69509047902946,18.48423133303024,315,0.0
102.82740984368942,18.61789734620833,316,17.0
102.65115941545092,18.546480383736338,317,0.0
102.8001914908592,18.598763343587997,318,-44.0
102.81312734301524,18.667215003859443,319,-25.0
102.88589095400538,18.6575164590682,320,12.0
102.8592121524026,18.547559486191275,321,-29.0
102.62852501850362,18.551064339619284,322,0.0
102.8430434519828,18.570737893467083,323,36.0
102.75787908096304,18.5467523889006,324,-3.0
102.98721956634388,18.51468253412422,325,-1.0
102.83280089686303,18.682848612152824,326,3.0
