longitude,latitude,flood_class
103.09609743676587,18.6998244098633,1
102.68350127539158,18.515489631414894,1
102.87268755578611,18.58933234485996,1
102.92443096441028,18.59499094409678,1
102.97670946516092,18.56103488957478,1
102.80638964132348,18.549178139873675,1
102.63310451528552,18.449463722116523,1
103.1154989854494,18.55133188568249,1
103.03357192179443,18.72354236836657,1
102.67703111976304,18.47937983108409,1
103.13787029543454,18.604961494052283,1
102.56168755281352,18.520880684588505,1
103.08208248215487,18.648892557630838,1
102.67999642196357,18.462399574272567,1
102.8540886452922,18.58205509194073,1
102.87969280354108,18.68149750453363,1
102.90017345467956,18.520880684588505,1
102.95568926279496,18.526271737762126,1
102.87672750134053,18.632719398109984,1
102.69589757632016,18.499320930995097,1
102.68996697191906,18.55375763665556,1
102.87484130159494,18.57424274689509,1
102.99557592171804,18.57585694147644,1
103.09798363651146,18.68338370427924,1
103.03707677522245,18.70898786252812,1
102.62636681359376,18.53624228771763,1
102.6452332701509,18.52384598678905,1
102.95380306304936,18.60010999210613,1
102.619629111902,18.534356087972025,1
103.05109172983344,18.552950539364893,1
102.79507244284984,18.55537629033797,1
102.60642571368275,18.491776132012667,1
102.84735540270148,18.611431649680835,1
103.11118703473072,18.72030506100177,1
103.08208248215487,18.574777839021507,1
102.6215153116476,18.522766884334118,1
102.6298716670218,18.538396033526443,1
103.1152314393862,18.549717691101144,1
102.59214321300855,18.47398877791047,1
102.7538391354086,18.52114823065171,1
102.65385717158829,18.544059091864323,1
102.90475741056252,18.63164475475611,1
103.12250869230542,18.72273081197485,1
103.07022573245376,18.673685159487995,1
102.94598625890264,18.57424274689509,1
102.80989449475148,18.51980158213357,1
102.83441955054543,18.64700189878417,1
102.58917791080805,18.537860941400037,1
102.99961586727244,18.546752388900604,1
103.12466243811424,18.532197883062157,1
102.8751133067592,18.59418384680611,1
102.69751623000252,18.43329502169673,1
103.0758843316906,18.67233851096985,1
102.62825301333936,18.48854328374892,1
102.91391640412628,18.60010999210613,1
102.84439010050096,18.57666403876712,1
102.6832292702273,18.424938666322564,1
102.8298355946625,18.671798959742382,1
102.57920736085252,18.51306388044182,1
102.72473458283278,18.42979016826872,1
102.9031387568801,18.660209756104475,1
102.67271916904434,18.455122321353343,1
102.90987645857184,18.661288858559413,1
102.99395726803564,18.604961494052283,1
102.65493627404318,18.537321390172565,1
102.93952056237517,18.667754555086912,1
102.88804915891524,18.57801514638631,1
103.13086058857851,18.53974714114564,1
102.94032765966584,18.63191230081932,1
102.88373720819656,18.68473481189843,1
102.71557113016794,18.45566187258081,1
102.92631716415592,18.596877143842388,1
102.90637160514385,18.580168892195125,1
102.78105748823884,18.561034889574785,1
102.8101620408147,18.67368515948799,1
103.03896297496809,18.525999732597867,1
102.70128862949376,18.50605863268685,1
102.8610983521482,18.5206131385253,1
102.87376219914,18.587713691177555,1
102.816360191279,18.637031348828668,1
102.68592702636464,18.5629210893204,1
102.93035710971034,18.600921548497865,1
103.01282372459276,18.67125940851492,1
103.11819674158674,18.531930336998947,1
103.09609743676586,18.59202564189624,1
102.98614492299,18.59633759261492,1
102.91526751174548,18.67826465626988,1
102.85490020168392,18.623555945445155,1
102.9632340617774,18.579089789740188,1
102.8195974986438,18.68176950969789,1
102.66975832594484,18.51306388044182,1
102.63310451528552,18.473181680619803,1
102.8195974986438,18.578282692449516,1
102.7861765362482,18.60172864578854,1
103.12843483760544,18.718690866420424,1
102.82929604343502,18.523306435561587,1
103.04785888156968,18.558069587374245,1
102.65897621959762,18.49986048222257,1
102.744943228807,18.48746418129399,1
102.89666860125156,18.57504984418577,1
103.11280568841312,18.526539283825336,1
103.1090332889219,18.648081001239103,1
103.10526088943068,18.581515540713266,1
102.99692257023617,18.51010303734233,1
102.7091009745394,18.54701993496381,1
102.91364885806308,18.63217984688252,1
102.79965193963172,18.61169919574404,1
103.0656417765708,18.557262490083573,1
102.8557072989746,18.53031168331655,1
103.09259258333783,18.701171058381437,1
102.6597833168883,18.55537629033797,1
102.73901708350697,18.48530597638412,1
102.67595647640913,18.485577981548374,1
102.88481185155042,18.54621283767314,1
102.7861765362482,18.526811288989588,1
102.97051131469662,18.680422861179743,1
103.03141817598562,18.57019834223962,1
102.5783958044608,18.537049385008302,1
103.10148848993948,18.65589780538579,1
102.85247445071086,18.650778757376443,1
102.71665023262288,18.448656624825848,1
102.85975170363008,18.59472339803357,1
102.86163790337568,18.542172892118717,1
103.00204161824551,18.682309060925352,1
103.01713567531144,18.621134653573133,1
102.84034569584549,18.608198801417085,1
102.6848479239097,18.56561884545773,1
103.03599767276752,18.6087338935435,1
102.87861370108614,18.6119712009083,1
102.66652101858006,18.520613138525302,1
102.79318624310424,18.580168892195125,1
102.90718316153556,18.581515540713266,1
102.63687691477674,18.46293912550004,1
102.6651743700619,18.535163185262693,1
102.9230798567911,18.583134194395665,1
103.13274678832414,18.58690659388688,1
102.88589095400538,18.65535825415833,1
102.8826581057416,18.59795624629733,1
102.66328817031628,18.427903968523108,1
103.10256313329334,18.663175058305026,1
102.95542171673176,18.57962934096766,1
103.10472133820322,18.54055423843631,1
103.02279427454827,18.58636704265941,1
102.6061537085185,18.496627633958816,1
102.86406365434874,18.67125940851492,1
102.97374416296036,18.604421942824818,1
102.63499071503114,18.447037971143445,1
103.0203685235752,18.68580945525231,1
102.84843004605536,18.603347299470936,1
102.81124114326964,18.60469394798908,1
102.94760491258506,18.593376749515432,1
103.11442434209552,18.705483009100117,1
103.11442434209552,18.651585854667115,1
102.6999419809756,18.56723304003908,1
103.11415233693128,18.561841986865463,1
102.79830529111358,18.55241098813742,1
103.0238733770032,18.51441052895996,1
102.5872917110624,18.49339032659401,1
102.691046074374,18.53381653674456,1
102.6856550212004,18.546752388900604,1
102.71179873067676,18.447309976307704,1
102.96080831080432,18.54863858864621,1
102.76920073853772,18.545673286445663,1
102.8201325907702,18.635684700310527,1
102.7446756827438,18.443805122879688,1
102.9818329722713,18.5206131385253,1
102.6352627201954,18.517108285097294,1
103.11631054184112,18.558881143765973,1
102.59591561249978,18.47587497765608,1
103.03195772721308,18.665868355341303,1
102.87026180481304,18.596877143842388,1
103.08585488164609,18.523306435561587,1
103.0279133225576,18.641615304711607,1
102.9683575688878,18.599302894815462,1
102.6428075191778,18.54001468720885,1
102.78887429238554,18.61439695188137,1
102.93547615771968,18.673145608260526,1
102.81528554792511,18.552143442074215,1
102.69563003025696,18.469676827191787,1
102.9621594184235,18.592837198287967,1
102.92254030556364,18.61008500116269,1
102.65816912230692,18.482880225411044,1
102.88211855451416,18.65832355635887,1
102.6228664192668,18.455122321353343,1
102.89128200717896,18.561034889574785,1
102.98317962078946,18.521959787043443,1
102.97886767007076,18.682309060925352,1
102.89909435222462,18.66910120360505,1
103.0516312810609,18.55133188568249,1
102.63553026625858,18.55160389084675,1
103.01174462213784,18.65697690784073,1
102.92038655975482,18.522499338270904,1
102.76596789027398,18.52977213208908,1
102.61316341537452,18.50012802828577,1
102.83414754538116,18.628679452555566,1
103.0580969775884,18.649160103694044,1
102.64765902112396,18.478300728629154,1
102.97132287108832,18.58933234485996,1
103.09986983625708,18.70844831130066,1
102.80261724183228,18.59472339803357,1
102.7942608864581,18.643769050520422,1
103.07103282974444,18.59633759261492,1
103.13193969103348,18.592837198287963,1
102.8522024455466,18.594451392869317,1
102.80234969576904,18.54701993496381,1
102.92604515899166,18.531930336998947,1
102.86190544943888,18.55160389084675,1
102.8492416024471,18.541361335726982,1
102.710987174285,18.443805122879688,1
102.92523806170098,18.61520404917205,1
102.89262865569714,18.572891639275905,1
102.84816249999216,18.55052478839182,1
103.07345858071751,18.57504984418577,1
102.71772487597676,18.420091623477475,1
102.63795601723166,18.47183057300061,1
102.80099858814988,18.514410528959964,1
102.87942525747788,18.6381104512836,1
103.10337468968508,18.648620552466568,1
102.58675215983496,18.504711984168715,1
103.08855263778342,18.73405246954954,1
103.07022573245376,18.598763343587997,1
103.0661813277983,18.550257242328605,1
102.68969942585586,18.54648038373634,1
102.8575934987202,18.641343299547348,1
102.88400475425976,18.589332344859955,1
103.05675032907024,18.52411353285226,1
103.12089003862302,18.707369208845726,1
102.87807414985868,18.637570900056136,1
103.02117562086586,18.706562111555044,1
103.07723098020874,18.699556863800087,1
102.90799025882625,18.66020975610448,1
102.8775345986312,18.670987403350654,1
102.68996697191906,18.508212378495667,1
102.99368972197244,18.67503180800613,1
102.63283696922232,18.542707984245126,1
102.61908956067454,18.46374622279071,1
102.9524564145312,18.67853666143414,1
102.62178731681188,18.513335885606075,1
103.02360137183894,18.575317390248976,1
102.84573674901908,18.561841986865463,1
102.7797108397207,18.508751929723136,1
102.76866118731029,18.518454933615438,1
102.57947490691572,18.51764783632476,1
102.92577761292844,18.55806958737425,1
102.97482326541528,18.570198342239625,1
102.823369898135,18.63029364713691,1
102.72634877741412,18.43248792440605,1
102.7128733740306,18.537321390172565,1
103.04489357936912,18.693898264563263,1
102.97428371418783,18.65401160564019,1
102.72473458283278,18.472909675455536,1
102.66598146735257,18.50848438365993,1
102.67730312492728,18.54729194012807,1
102.90259920565262,18.609812995998432,1
103.0454331305966,18.72327036320231,1
103.09447878308346,18.73189426463968,1
102.65951577082508,18.493929877821483,1
102.6352627201954,18.546752388900604,1
102.87834615502295,18.592837198287963,1
102.8694502484213,18.60765925018962,1
103.0990627389664,18.637031348828664,1
102.7072147747938,18.43060172466045,1
102.76327013413668,18.501479135904965,1
102.68161507564596,18.445691322625308,1
102.82687029246196,18.646194801493497,1
102.81339488907844,18.523573981624796,1
103.04920553008785,18.730815162184737,1
102.66356017548055,18.510910134633004,1
102.6894274206916,18.425478217550037,1
102.80423589551468,18.564807289066003,1
103.02306182061146,18.72569611417539,1
102.8263307412345,18.58582749143195,1
102.72716033380588,18.54863858864621,1
103.00527892561034,18.58744614511435,1
102.93494106559326,18.59148609066877,1
103.05163128106088,18.53139078577148,1
102.84546474385482,18.533548990681343,1
102.95784746770482,18.587446145114345,1
102.7349726788515,18.541361335726982,1
102.5816331118256,18.51926203090611,1
102.88049990083177,18.56372818661107,1
102.87268755578611,18.57693604393138,1
102.98991732248122,18.677457558979206,1
102.95568926279496,18.60631260167148,1
102.95029820962134,18.54001468720885,1
102.61343096143771,18.554029641819824,1
