X,Y,id,Slope
103.09609743676587,18.6998244098633,1,17.607547760009766
102.68350127539158,18.51548963141489,2,0.0
102.87268755578611,18.58933234485996,3,26.171743392944336
102.92443096441028,18.59499094409678,4,24.175029754638672
102.97670946516092,18.56103488957478,5,13.240524291992188
102.80638964132348,18.549178139873675,6,19.685407638549805
102.63310451528552,18.449463722116523,7,0.0
103.1154989854494,18.55133188568249,8,24.77681541442871
103.03357192179443,18.72354236836657,9,29.58428001403809
102.67703111976304,18.47937983108409,10,0.9778205752372742
103.13787029543454,18.604961494052283,11,19.040950775146484
102.56168755281352,18.520880684588505,12,0.0
103.08208248215487,18.64889255763084,13,4.728875160217285
102.67999642196357,18.462399574272567,14,8.592704772949219
102.8540886452922,18.58205509194073,15,2.1646344661712646
102.87969280354108,18.68149750453363,16,56.20207595825195
102.90017345467956,18.520880684588505,17,11.359038352966309
102.95568926279496,18.526271737762126,18,28.1595458984375
102.87672750134053,18.632719398109984,19,8.28909969329834
102.69589757632016,18.499320930995097,20,22.02044105529785
102.68996697191906,18.55375763665556,21,0.0
102.87484130159494,18.57424274689509,22,7.0887837409973145
102.99557592171804,18.57585694147644,23,34.96963119506836
103.09798363651146,18.68338370427924,24,25.57809257507324
103.03707677522245,18.70898786252812,25,25.20189666748047
102.62636681359376,18.53624228771763,26,0.0
102.6452332701509,18.52384598678905,27,0.0
102.95380306304936,18.60010999210613,28,30.426063537597656
102.619629111902,18.534356087972025,29,0.0
103.05109172983344,18.552950539364893,30,0.9782397150993348
102.79507244284984,18.55537629033797,31,20.713685989379883
102.60642571368275,18.491776132012667,32,0.0
102.84735540270148,18.611431649680835,33,5.632135391235352
103.11118703473072,18.72030506100177,34,16.271507263183594
103.08208248215487,18.574777839021507,35,30.964624404907227
102.6215153116476,18.52276688433412,36,0.0
102.6298716670218,18.538396033526443,37,0.0
103.1152314393862,18.549717691101144,38,25.50792694091797
102.59214321300855,18.47398877791047,39,17.3174991607666
102.7538391354086,18.52114823065171,40,7.3788604736328125
102.65385717158829,18.544059091864323,41,0.0
102.90475741056252,18.63164475475611,42,12.09930419921875
103.12250869230542,18.72273081197485,43,40.94625854492188
103.07022573245376,18.673685159487995,44,16.221548080444336
102.94598625890264,18.57424274689509,45,24.78622436523437
102.80989449475148,18.51980158213357,46,18.8629150390625
102.83441955054543,18.64700189878417,47,19.75533676147461
102.58917791080805,18.53786094140004,48,0.0
102.99961586727244,18.546752388900604,49,0.9274099469184875
103.12466243811424,18.53219788306216,50,11.11283016204834
102.8751133067592,18.59418384680611,51,23.863489151000977
102.69751623000252,18.43329502169673,52,4.876455783843994
103.0758843316906,18.67233851096985,53,8.931291580200195
102.62825301333936,18.48854328374892,54,0.0
102.91391640412628,18.60010999210613,55,17.99686050415039
102.84439010050096,18.57666403876712,56,20.113964080810547
102.6832292702273,18.424938666322564,57,8.68262767791748
102.8298355946625,18.671798959742382,58,19.548248291015625
102.57920736085252,18.51306388044182,59,0.0
102.72473458283278,18.42979016826872,60,27.39723777770996
102.9031387568801,18.660209756104475,61,42.513427734375
102.67271916904434,18.455122321353343,62,15.374085426330566
102.90987645857184,18.661288858559413,63,35.21528625488281
102.99395726803564,18.604961494052283,64,15.687529563903809
102.65493627404318,18.537321390172565,65,0.0
102.93952056237517,18.667754555086912,66,7.3788604736328125
102.88804915891524,18.57801514638631,67,4.627367496490479
103.13086058857851,18.53974714114564,68,16.364423751831055
102.94032765966584,18.63191230081932,69,6.117861270904541
102.88373720819656,18.68473481189843,70,8.218351364135742
102.71557113016794,18.45566187258081,71,10.796745300292969
102.92631716415592,18.596877143842388,72,20.73340034484864
102.90637160514385,18.580168892195125,73,7.992465019226074
102.78105748823884,18.561034889574785,74,2.932584285736084
102.8101620408147,18.67368515948799,75,26.82461929321289
103.03896297496809,18.525999732597867,76,17.096202850341797
102.70128862949376,18.50605863268685,77,14.763733863830566
102.8610983521482,18.5206131385253,78,14.78972339630127
102.87376219914,18.587713691177555,79,24.858762741088867
102.816360191279,18.637031348828668,80,24.09246826171875
102.68592702636464,18.5629210893204,81,0.0
102.93035710971034,18.600921548497865,82,11.635555267333984
103.01282372459276,18.67125940851492,83,34.12272644042969
103.11819674158674,18.531930336998947,84,31.947460174560547
103.09609743676586,18.59202564189624,85,30.51637840270996
102.98614492299,18.59633759261492,86,32.34904098510742
102.91526751174548,18.67826465626988,87,4.7211785316467285
102.85490020168392,18.623555945445155,88,8.345087051391602
102.9632340617774,18.579089789740188,89,11.980034828186035
