X,Y,id,SPI
103.09609743676587,18.6998244098633,1,269.1083240399634
102.68350127539158,18.515489631414894,2,2.546538757324219
102.87268755578611,18.58933234485996,3,416.98820388663927
102.92443096441028,18.59499094409678,4,1523.4756184505638
102.97670946516092,18.56103488957478,5,199.6766395319291
102.80638964132348,18.549178139873675,6,4554.430004217218
102.63310451528552,18.449463722116523,7,1.698330810546875
103.1154989854494,18.55133188568249,8,1566.9004575892427
103.03357192179443,18.72354236836657,9,1443.9862608764
102.67703111976304,18.47937983108409,10,28.981916452005493
103.13787029543454,18.604961494052283,11,292.81011730123225
102.56168755281352,18.520880684588505,12,1.6976402587890624
103.08208248215487,18.648892557630838,13,38941.54453760679
102.67999642196357,18.462399574272567,14,513.2166675866636
102.8540886452922,18.58205509194073,15,32.07247268937657
102.87969280354108,18.68149750453363,16,1266.8847392363466
102.90017345467956,18.520880684588505,17,341.0414890026808
102.95568926279496,18.526271737762126,18,908.6960930899806
102.87672750134053,18.632719398109984,19,123.58539859007418
102.69589757632016,18.499320930995097,20,343.34011672820697
102.68996697191906,18.55375763665556,21,2.545982299804688
102.87484130159494,18.57424274689509,22,11185.672705748835
102.99557592171804,18.57585694147644,23,593.4935042052839
103.09798363651146,18.68338370427924,24,1217.727464759012
103.03707677522245,18.70898786252812,25,19951.39374260897
102.62636681359376,18.53624228771763,26,0.8487457275390625
102.6452332701509,18.52384598678905,27,20.3713388671875
102.95380306304936,18.60010999210613,28,498.293150372073
102.619629111902,18.534356087972025,29,0.8487548217773437
103.05109172983344,18.552950539364893,30,695.5722097727144
102.79507244284984,18.55537629033797,31,320.91088502964203
102.60642571368275,18.491776132012667,32,0.8489609985351563
102.84735540270148,18.611431649680835,33,83.66487155597011
103.11118703473072,18.72030506100177,34,6186.770895020195
103.08208248215487,18.574777839021507,35,509.152710167886
102.6215153116476,18.522766884334118,36,11.03454266357422
102.6298716670218,18.538396033526443,37,3994.147989990234
103.1152314393862,18.549717691101144,38,2024.7195227036132
102.59214321300855,18.47398877791047,39,264.7331887248726
102.7538391354086,18.52114823065171,40,1319.0865290830736
102.65385717158829,18.544059091864323,41,4.2435391235351565
102.90475741056252,18.63164475475611,42,181.8451507513916
103.12250869230542,18.72273081197485,43,735.6186665350273
103.07022573245376,18.673685159487995,44,246.7350784760208
102.94598625890264,18.57424274689509,45,391.8428339721637
102.80989449475148,18.51980158213357,46,290.0042114091529
102.83441955054543,18.64700189878417,47,3350.893947756847
102.58917791080805,18.537860941400037,48,0.8487378540039062
102.99961586727244,18.546752388900604,49,23849.99491981845
103.12466243811424,18.532197883062157,50,500.1555677475659
102.8751133067592,18.59418384680611,51,375.3410151292011
102.69751623000252,18.43329502169673,52,72.45431044516587
103.0758843316906,18.67233851096985,53,133.2809320678153
102.62825301333936,18.48854328374892,54,0.8489766235351562
102.91391640412628,18.60010999210613,55,1378.110216151373
102.84439010050096,18.57666403876712,56,310.7595668041278
102.6832292702273,18.424938666322564,57,129.69513375407462
102.8298355946625,18.671798959742382,58,903.3812217339552
102.57920736085252,18.51306388044182,59,299.6468638305664
102.72473458283278,18.42979016826872,60,880.3255215058391
102.9031387568801,18.660209756104475,61,1555.090909855351
102.67271916904434,18.455122321353343,62,466.9568836436106
102.90987645857184,18.661288858559413,63,2394.5367505903687
102.99395726803564,18.604961494052283,64,64573.505967675934
102.65493627404318,18.537321390172565,65,0.8487404785156251
102.93952056237517,18.667754555086912,66,109.83156444930262
102.88804915891524,18.57801514638631,67,68.68009966860129
103.13086058857851,18.53974714114564,68,249.2219005844778
102.94032765966584,18.63191230081932,69,90.92253838599557
102.88373720819656,18.68473481189843,70,122.47926795486164
102.71557113016794,18.45566187258081,71,809.656346343084
102.92631716415592,18.596877143842388,72,321.1683750847444
102.90637160514385,18.580168892195125,73,119.13967757317884
102.78105748823884,18.561034889574785,74,86.94675593764664
102.8101620408147,18.67368515948799,75,428.8520538916733
103.03896297496809,18.525999732597867,76,783.185911866263
102.70128862949376,18.50605863268685,77,671.136557895992
102.8610983521482,18.5206131385253,78,224.1054415103078
102.87376219914,18.587713691177555,79,393.1166409292879
102.816360191279,18.637031348828668,80,2275.856233914945
102.68592702636464,18.5629210893204,81,0.8486162719726563
102.93035710971034,18.600921548497865,82,174.70675861139165
103.01282372459276,18.67125940851492,83,1149.3802043867786
103.11819674158674,18.531930336998947,84,529.2866412928902
103.09609743676586,18.59202564189624,85,500.116673504123
102.98614492299,18.59633759261492,86,537.387293723978
102.91526751174548,18.67826465626988,87,210.11515898390587
102.85490020168392,18.623555945445155,88,622.1928174085015
102.9632340617774,18.579089789740188,89,180.05325733880233
102.8195974986438,18.68176950969789,90,1148.315968185006
102.66975832594484,18.51306388044182,91,4.244289855957032
102.63310451528552,18.473181680619803,92,3.39620361328125
102.8195974986438,18.578282692449516,93,8023.939228366694
102.7861765362482,18.60172864578854,94,320.8900189487781
103.12843483760544,18.718690866420424,95,210.17685644211545
102.82929604343502,18.523306435561587,96,333.440884796088
103.04785888156968,18.558069587374245,97,464.7526302292607
102.65897621959762,18.49986048222257,98,0.848921875
102.744943228807,18.48746418129399,99,683.9026387698166
102.89666860125156,18.57504984418577,100,192.71101525635396
103.11280568841312,18.526539283825336,101,2147.4137030500838
103.1090332889219,18.648081001239103,102,1099.2253180598957
103.10526088943068,18.581515540713266,103,2646.2057613025254
102.99692257023617,18.51010303734233,104,1418.5748129085728
102.7091009745394,18.54701993496381,105,68.69227299896131
102.91364885806308,18.63217984688252,106,240.74395437657293
102.79965193963172,18.61169919574404,107,269.17632918677987
103.0656417765708,18.557262490083573,108,110.85245533426418
102.8557072989746,18.53031168331655,109,962.7668442025334
103.09259258333783,18.701171058381437,110,382.9761939035244
102.6597833168883,18.55537629033797,111,282.7563740495396
102.73901708350697,18.48530597638412,112,559.3050190088303
102.67595647640913,18.485577981548374,113,865.826059013262
102.88481185155042,18.54621283767314,114,1448.4280700932416
102.7861765362482,18.526811288989588,115,161.75278725034494
102.97051131469662,18.680422861179743,116,249.17671794374988
103.03141817598562,18.57019834223962,117,32.07285767451468
102.5783958044608,18.537049385008302,118,4438.070664367676
103.10148848993948,18.65589780538579,119,402.89643598096507
102.85247445071086,18.650778757376443,120,667.93042075247
102.71665023262288,18.448656624825848,121,993.5350717620302
102.85975170363008,18.59472339803357,122,923.0190928987504
102.86163790337568,18.542172892118717,123,906.9511471112436
103.00204161824551,18.682309060925352,124,1029.1758141688667
103.01713567531144,18.621134653573133,125,1060.9346050119818
102.84034569584549,18.608198801417085,126,155.27772159785945
102.6848479239097,18.56561884545773,127,0.8486032104492187
103.03599767276752,18.6087338935435,128,358.85571265473635
102.87861370108614,18.6119712009083,129,200.51025054896544
102.66652101858006,18.520613138525302,130,6.79057177734375
102.79318624310424,18.580168892195125,131,357.1321089793757
102.90718316153556,18.581515540713266,132,161.75255226849646
102.63687691477674,18.46293912550004,133,2.547301025390625
102.6651743700619,18.535163185262693,134,0.8487509155273437
102.9230798567911,18.583134194395665,135,550.1586128598493
103.13274678832414,18.58690659388688,136,3609.045876634823
102.88589095400538,18.65535825415833,137,2692.30414851536
102.8826581057416,18.59795624629733,138,501.24806686229823
102.66328817031628,18.427903968523108,139,323.9068796432411
103.10256313329334,18.663175058305026,140,287853.05510296783
102.95542171673176,18.57962934096766,141,473.5808017512342
103.10472133820322,18.54055423843631,142,3754.122396953334
103.02279427454827,18.58636704265941,143,31230.8518280658
102.6061537085185,18.496627633958816,144,89.89530123848317
102.86406365434874,18.67125940851492,145,692.0983532376027
102.97374416296036,18.604421942824818,146,526.8954420254097
102.63499071503114,18.447037971143445,147,0.8491770629882812
103.0203685235752,18.68580945525231,148,313.4781834556836
102.84843004605536,18.603347299470936,149,13776.148369311692
