X,Y,id,SAMPLE_1
103.144066840635,18.3152024491418,0,4
102.542537655431,18.4068370787662,1,0
102.333261106463,18.8103965589773,2,4
102.794820480934,18.5181781990125,3,4
102.887203907704,18.7600012002172,4,4
102.919459667523,18.2416246521953,5,4
102.390430942928,18.3006193634019,6,4
102.790974251084,18.7317998887747,7,4
102.971913386315,18.5758713312083,8,4
102.963010797405,18.3393228748769,9,4
102.690123256004,18.4871234260259,10,4
103.011587812896,18.7189372019876,11,4
102.607700977836,18.2920793964179,12,4
102.657786937995,18.7596440211217,13,4
103.145974459065,18.596213638861,14,4
102.838597718641,18.3511740659542,15,4
103.009375252852,18.7736994047353,16,4
102.531383725008,18.9438690227448,17,4
102.956940055493,18.4074823641001,18,4
102.855997559888,18.9468027627371,19,4
102.22785542418,18.4597157481633,20,4
102.729848467144,18.3599855907587,21,4
103.093030681806,18.4242580887171,22,4
103.130007675266,18.4503164121318,23,4
102.483634045607,18.7125147316223,24,4
102.483256366437,18.5251663553551,25,4
102.746743587839,18.50278041124,26,4
102.946585966381,18.8020890742325,27,4
103.115431491852,18.5861016580652,28,4
102.483283909924,18.9258806285382,29,4
102.371830968133,18.215843777222,30,4
102.443288868083,18.8153227544268,31,4
102.778628114893,18.6061311486444,32,4
102.672971683831,18.5100857817509,33,7
102.338996860118,18.5871966899147,34,4
102.30686515187,18.2003627482243,35,4
103.008322116874,18.2191725586085,36,4
102.311430784172,18.8678571567564,37,4
102.29620809523,18.5845681418458,38,4
102.735595509467,18.4933926078435,39,4
102.360299885298,18.7215853902985,40,4
102.984273618192,18.8505934228966,41,4
102.422476207211,18.8450042494693,42,4
102.502797890136,18.464602172887,43,7
102.590194329907,18.9295425108666,44,7
102.998512540539,18.8746142352502,45,4
102.388019732975,18.8696421867809,46,4
102.517224663267,18.2356221170232,47,4
102.607219301172,18.5000459685787,48,4
102.632148960476,18.5094260884157,49,0
102.90624090325,18.9264367863378,50,4
102.685229738396,18.2002190060722,51,7
102.655490037967,18.9282443023266,52,4
103.120584155002,18.6824083742061,53,4
102.623182844282,18.3116191462174,54,4
102.310990224625,18.4849029345301,55,4
102.836701250981,18.5039758316782,56,4
102.809374704216,18.4608943969287,57,4
102.796070802348,18.6023669399428,58,4
102.748083125133,18.4832197685454,59,4
103.010183512754,18.3533958368133,60,4
102.890402687271,18.6688820519092,61,4
103.000681690909,18.8745350701992,62,4
102.288218941526,18.6091482328268,63,4
102.471119099503,18.6215179052156,64,4
102.278415218343,18.5487804694996,65,6
102.580941844885,18.6568740951396,66,4
102.513520466576,18.8268933943067,67,4
102.898197662595,18.2891111438274,68,4
102.917412704573,18.5775233357176,69,4
102.265084967435,18.5119455627387,70,7
103.016930072636,18.9090515593386,71,6
103.077137315536,18.420326309259,72,4
103.006008742427,18.568524995285,73,4
102.556315979866,18.3873054539004,74,4
102.500054034312,18.2504299949328,75,0
102.65370849493,18.3021967307374,76,7
102.758191035411,18.2417222636471,77,7
102.683175983072,18.6169291011998,78,0
102.405346082214,18.852450391437,79,4
102.905101370751,18.2801616666646,80,4
102.313663739158,18.5507104703451,81,7
102.208220116723,18.3362793294052,82,7
102.772182511581,18.3386635651347,83,4
102.761410649429,18.7818670980044,84,4
103.133780190646,18.4035877333065,85,4
102.596975369095,18.2925759909852,86,4
102.70824332058,18.4344612055205,87,4
102.700553343313,18.7139981055017,88,4
102.794841593528,18.2600130528943,89,4
102.580987836441,18.3282656188212,90,7
103.072892688626,18.640188318139,91,4
102.56156108259,18.4807748300367,92,4
102.340706524602,18.7491992883046,93,4
103.106998322873,18.5322560205491,94,4
102.800621305545,18.7430301814346,95,4
102.556270710233,18.7745092952608,96,4
102.898227291567,18.4170453054162,97,4
102.760155690324,18.5138959782911,98,4
102.257394401924,18.8902456393914,99,4
