X,Y,id,TWI
103.09609743676587,18.6998244098633,1,7.890527798675754
102.68350127539158,18.515489631414894,2,14.750245645031628
102.87268755578611,18.58933234485996,3,7.453853894186023
102.92443096441028,18.59499094409678,4,8.930686213456328
102.97670946516092,18.56103488957478,5,8.19053653638486
102.80638964132348,18.549178139873675,6,10.479616169783306
102.63310451528552,18.449463722116523,7,14.345156450521394
103.1154989854494,18.55133188568249,8,8.9030808433161
103.03357192179443,18.72354236836657,9,8.407430019732754
102.67703111976304,18.47937983108409,10,11.507789985250977
103.13787029543454,18.604961494052283,11,7.80720836868228
102.56168755281352,18.520880684588505,12,14.344749761681452
103.08208248215487,18.648892557630838,13,15.554347622320932
102.67999642196357,18.462399574272567,14,10.020251529211247
102.8540886452922,18.58205509194073,15,10.01899715565949
102.87969280354108,18.68149750453363,16,6.3415369053281445
102.90017345467956,18.520880684588505,17,9.041984826886578
102.95568926279496,18.526271737762126,18,8.061916705778046
102.87672750134053,18.632719398109984,19,8.66948172236802
102.69589757632016,18.499320930995097,20,7.649218957440933
102.68996697191906,18.55375763665556,21,14.750027105916912
102.87484130159494,18.57424274689509,22,13.491573922011955
102.99557592171804,18.57585694147644,23,7.101039922910311
103.09798363651146,18.68338370427924,24,8.578314284873429
103.03707677522245,18.70898786252812,25,11.40852784899045
102.62636681359376,18.53624228771763,26,13.651514924015054
102.6452332701509,18.52384598678905,27,16.829639513445468
102.95380306304936,18.60010999210613,28,7.275599825744129
102.619629111902,18.534356087972025,29,13.651525638872595
103.05109172983344,18.552950539364893,30,14.684995473774611
102.79507244284984,18.55537629033797,31,7.71613705338992
102.60642571368275,18.491776132012667,32,13.65176852611716
102.84735540270148,18.611431649680835,33,9.059839409014002
103.11118703473072,18.72030506100177,34,11.192988622373631
103.08208248215487,18.574777839021507,35,7.254330572135514
102.6215153116476,18.522766884334118,36,16.21654115264325
102.6298716670218,18.538396033526443,37,22.10809612433076
103.1152314393862,18.549717691101144,38,9.093054610469837
102.59214321300855,18.47398877791047,39,7.909506597362475
102.7538391354086,18.52114823065171,40,11.272810131205835
102.65385717158829,18.544059091864323,41,15.260908177987677
102.90475741056252,18.63164475475611,42,8.283270996845529
103.12250869230542,18.72273081197485,43,6.88466559347922
103.07022573245376,18.673685159487995,44,7.977627868981684
102.94598625890264,18.57424274689509,45,7.516223923815645
102.80989449475148,18.51980158213357,46,7.817811527075828
102.83441955054543,18.64700189878417,47,10.165058175200704
102.58917791080805,18.537860941400037,48,13.651505647300697
102.99961586727244,18.546752388900604,49,18.32653770024772
103.12466243811424,18.532197883062157,50,9.469870848964588
102.8751133067592,18.59418384680611,51,7.559021307285366
102.69751623000252,18.43329502169673,52,9.205735384028957
103.0758843316906,18.67233851096985,53,8.593499446748954
102.62825301333936,18.48854328374892,54,13.65178693079799
102.91391640412628,18.60010999210613,55,9.47719577874452
102.84439010050096,18.57666403876712,56,7.748037469047289
102.6832292702273,18.424938666322564,57,8.623599841305989
102.8298355946625,18.671798959742382,58,8.877044748260879
102.57920736085252,18.51306388044182,59,19.518115218705127
102.72473458283278,18.42979016826872,60,8.09473397332671
102.9031387568801,18.660209756104475,61,7.523103163472915
102.67271916904434,18.455122321353343,62,8.728501013410419
102.90987645857184,18.661288858559413,63,8.477729365117671
102.99395726803564,18.604961494052283,64,13.61541086424898
102.65493627404318,18.537321390172565,65,13.651508739548378
102.93952056237517,18.667754555086912,66,8.78706333858515
102.88804915891524,18.57801514638631,67,9.2575821050855
103.13086058857851,18.53974714114564,68,7.969135496049288
102.94032765966584,18.63191230081932,69,8.976415562267304
102.88373720819656,18.68473481189843,70,8.67787405373106
102.71557113016794,18.45566187258081,71,10.010703472611867
102.92631716415592,18.596877143842388,72,7.714859842389605
102.90637160514385,18.580168892195125,73,8.706720282552187
102.78105748823884,18.561034889574785,74,10.40823422268802
102.8101620408147,18.67368515948799,75,7.4248310765059635
103.03896297496809,18.525999732597867,76,9.021490690048966
102.70128862949376,18.50605863268685,77,9.17611566682016
102.8610983521482,18.5206131385253,78,8.075581106006036
102.87376219914,18.587713691177555,79,7.512824022344019
102.816360191279,18.637031348828668,80,9.33977193381191
102.68592702636464,18.5629210893204,81,13.651362386646248
102.93035710971034,18.600921548497865,82,8.323670129573609
